Unnamed: 0,name,mapped_data
110263,country knolls,"Country Knolls,Saratoga County,New York,United States"
110264,coxsackie,"Coxsackie,Greene County,New York,United States"
110265,crompond,"Crompond,Westchester County,New York,United States"
110266,croton-on-hudson,"Croton-on-Hudson,Westchester County,New York,United States"
110267,crown heights,"Crown Heights,Dutchess County,New York,United States"
110268,crugers,"Crugers,Westchester County,New York,United States"
110269,cumberland head,"Cumberland Head,Clinton County,New York,United States"
110270,cutchogue,"Cutchogue,Suffolk County,New York,United States"
110271,dannemora,"Dannemora,Clinton County,New York,United States"
110272,dansville,"Dansville,Livingston County,New York,United States"
110273,delevan,"Delevan,Cattaraugus County,New York,United States"
110274,depew,"Depew,Erie County,New York,United States"
110275,deposit,"Deposit,Broome County,New York,United States"
110276,dix hills,"Dix Hills,Suffolk County,New York,United States"
110277,dobbs ferry,"Dobbs Ferry,Westchester County,New York,United States"
110278,dolgeville,"Dolgeville,Herkimer County,New York,United States"
110279,dover plains,"Dover Plains,Dutchess County,New York,United States"
110280,east atlantic beach,"East Atlantic Beach,Nassau County,New York,United States"
110281,east aurora,"East Aurora,Erie County,New York,United States"
110282,east farmingdale,"East Farmingdale,Suffolk County,New York,United States"
110283,east garden city,"East Garden City,Nassau County,New York,United States"
110284,east glenville,"East Glenville,Schenectady County,New York,United States"
110285,east greenbush,"East Greenbush,Rensselaer County,New York,United States"
110286,east hills,"East Hills,Nassau County,New York,United States"
110287,east islip,"East Islip,Suffolk County,New York,United States"
110288,east ithaca,"East Ithaca,Tompkins County,New York,United States"
110289,east meadow,"East Meadow,Nassau County,New York,United States"
110290,east massapequa,"East Massapequa,Nassau County,New York,United States"
110291,east moriches,"East Moriches,Suffolk County,New York,United States"
110292,east new york,"East New York,Kings County,New York,United States"
110293,east northport,"East Northport,Suffolk County,New York,United States"
110294,east norwich,"East Norwich,Nassau County,New York,United States"
110295,east patchogue,"East Patchogue,Suffolk County,New York,United States"
110296,east quogue,"East Quogue,Suffolk County,New York,United States"
110297,east rochester,"East Rochester,Monroe County,New York,United States"
110298,east rockaway,"East Rockaway,Nassau County,New York,United States"
110299,east setauket,"East Setauket,Suffolk County,New York,United States"
110300,east shoreham,"East Shoreham,Suffolk County,New York,United States"
110301,east syracuse,"East Syracuse,Onondaga County,New York,United States"
110302,east williston,"East Williston,Nassau County,New York,United States"
110303,eastchester,"Eastchester,Bronx,New York,United States"
110304,eatons neck,"Eatons Neck,Suffolk County,New York,United States"
110305,eggertsville,"Eggertsville,Erie County,New York,United States"
110306,elbridge,"Elbridge,Onondaga County,New York,United States"
110307,ellenville,"Ellenville,Ulster County,New York,United States"
110308,elma center,"Elma Center,Erie County,New York,United States"
110309,elmira,"Elmira,Chemung County,New York,United States"
110310,elmira heights,"Elmira Heights,Chemung County,New York,United States"
110311,elmont,"Elmont,Nassau County,New York,United States"
110312,elmsford,"Elmsford,Westchester County,New York,United States"
110313,endicott,"Endicott,Broome County,New York,United States"
110314,endwell,"Endwell,Broome County,New York,United States"
110315,fairport,"Fairport,Monroe County,New York,United States"
110316,falconer,"Falconer,Chautauqua County,New York,United States"
110317,farmingville,"Farmingville,Suffolk County,New York,United States"
110318,firthcliffe,"Firthcliffe,Orange County,New York,United States"
110319,fishkill,"Fishkill,Dutchess County,New York,United States"
110320,flanders,"Flanders,Suffolk County,New York,United States"
110321,floral park,"Floral Park,Nassau County,New York,United States"
110322,flower hill,"Flower Hill,Nassau County,New York,United States"
110323,fonda,"Fonda,Montgomery County,New York,United States"
110324,fort edward,"Fort Edward,Washington County,New York,United States"
110325,fort montgomery,"Fort Montgomery,Orange County,New York,United States"
110326,fort plain,"Fort Plain,Montgomery County,New York,United States"
110327,fort salonga,"Fort Salonga,Suffolk County,New York,United States"
110328,franklin square,"Franklin Square,Nassau County,New York,United States"
110329,frewsburg,"Frewsburg,Chautauqua County,New York,United States"
110330,galeville,"Galeville,Onondaga County,New York,United States"
110331,garden city park,"Garden City Park,Nassau County,New York,United States"
110332,garden city south,"Garden City South,Nassau County,New York,United States"
110333,gang mills,"Gang Mills,Steuben County,New York,United States"
110334,gardnertown,"Gardnertown,Orange County,New York,United States"
110335,gasport,"Gasport,Niagara County,New York,United States"
110336,glasco,"Glasco,Ulster County,New York,United States"
110337,glen cove,"Glen Cove,Nassau County,New York,United States"
110338,glen head,"Glen Head,Nassau County,New York,United States"
110339,glens falls,"Glens Falls,Warren County,New York,United States"
110340,glenwood landing,"Glenwood Landing,Nassau County,New York,United States"
110341,gloversville,"Gloversville,Fulton County,New York,United States"
110342,goldens bridge,"Goldens Bridge,Westchester County,New York,United States"
110343,gordon heights,"Gordon Heights,Suffolk County,New York,United States"
110344,gouverneur,"Gouverneur,St. Lawrence County,New York,United States"
110345,gowanda,"Gowanda,Cattaraugus County,New York,United States"
110346,grandyle village,"Grandyle Village,Erie County,New York,United States"
110347,great neck,"Great Neck,Nassau County,New York,United States"
110348,great neck gardens,"Great Neck Gardens,Nassau County,New York,United States"
110349,great neck plaza,"Great Neck Plaza,Nassau County,New York,United States"
110350,great river,"Great River,Suffolk County,New York,United States"
110351,great neck estates,"Great Neck Estates,Nassau County,New York,United States"
110352,greece,"Greece,Monroe County,New York,United States"
110353,green island,"Green Island,Albany County,New York,United States"
110354,greenburgh,"Greenburgh,Westchester County,New York,United States"
110355,greenlawn,"Greenlawn,Suffolk County,New York,United States"
110356,greenport,"Greenport,Suffolk County,New York,United States"
110357,greenwood lake,"Greenwood Lake,Orange County,New York,United States"
110358,hagaman,"Hagaman,Montgomery County,New York,United States"
110359,halesite,"Halesite,Suffolk County,New York,United States"
110360,hampton bays,"Hampton Bays,Suffolk County,New York,United States"
110361,hampton manor,"Hampton Manor,Rensselaer County,New York,United States"
110362,hannawa falls,"Hannawa Falls,St. Lawrence County,New York,United States"
110363,harbor isle,"Harbor Isle,Nassau County,New York,United States"
110364,harris hill,"Harris Hill,Erie County,New York,United States"
110365,hartsdale,"Hartsdale,Westchester County,New York,United States"
110366,hastings-on-hudson,"Hastings-on-Hudson,Westchester County,New York,United States"
110367,hauppauge,"Hauppauge,Suffolk County,New York,United States"
110368,haverstraw,"Haverstraw,Rockland County,New York,United States"
110369,haviland,"Haviland,Dutchess County,New York,United States"
110370,head of the harbor,"Head of the Harbor,Suffolk County,New York,United States"
110371,new hempstead,"New Hempstead,Rockland County,New York,United States"
110372,herkimer,"Herkimer,Herkimer County,New York,United States"
110373,heritage hills,"Heritage Hills,Westchester County,New York,United States"
110374,herricks,"Herricks,Nassau County,New York,United States"
110375,hewlett,"Hewlett,Nassau County,New York,United States"
110376,hewlett harbor,"Hewlett Harbor,Nassau County,New York,United States"
110377,highland falls,"Highland Falls,Orange County,New York,United States"
110378,highland mills,"Highland Mills,Orange County,New York,United States"
110379,hillside lake,"Hillside Lake,Dutchess County,New York,United States"
110380,hilton,"Hilton,Monroe County,New York,United States"
110381,holtsville,"Holtsville,Suffolk County,New York,United States"
110382,honeoye falls,"Honeoye Falls,Monroe County,New York,United States"
110383,hoosick falls,"Hoosick Falls,Rensselaer County,New York,United States"
110384,hornell,"Hornell,Steuben County,New York,United States"
110385,horseheads,"Horseheads,Chemung County,New York,United States"
110386,hudson falls,"Hudson Falls,Washington County,New York,United States"
110387,huntington bay,"Huntington Bay,Suffolk County,New York,United States"
110388,huntington station,"Huntington Station,Suffolk County,New York,United States"
110389,ilion,"Ilion,Herkimer County,New York,United States"
110390,irondequoit,"Irondequoit,Monroe County,New York,United States"
110391,island park,"Island Park,Nassau County,New York,United States"
110392,islandia,"Islandia,Suffolk County,New York,United States"
110393,islip,"Islip,Suffolk County,New York,United States"
110394,islip terrace,"Islip Terrace,Suffolk County,New York,United States"
110395,jamaica,"Jamaica,Queens County,New York,United States"
110396,jamesport,"Jamesport,Suffolk County,New York,United States"
110397,jefferson heights,"Jefferson Heights,Greene County,New York,United States"
110398,kaser,"Kaser,Rockland County,New York,United States"
110399,katonah,"Katonah,Westchester County,New York,United States"
110400,keeseville,"Keeseville,Essex County,New York,United States"
110401,kerhonkson,"Kerhonkson,Ulster County,New York,United States"
110402,keuka park,"Keuka Park,Yates County,New York,United States"
110403,kinderhook,"Kinderhook,Columbia County,New York,United States"
110404,kiryas joel,"Kiryas Joel,Orange County,New York,United States"
110405,lackawanna,"Lackawanna,Erie County,New York,United States"
110406,lake carmel,"Lake Carmel,Putnam County,New York,United States"
110407,lake erie beach,"Lake Erie Beach,Erie County,New York,United States"
110408,lake grove,"Lake Grove,Suffolk County,New York,United States"
110409,lake katrine,"Lake Katrine,Ulster County,New York,United States"
110410,lake mohegan,"Lake Mohegan,Westchester County,New York,United States"
110411,lake pleasant,"Lake Pleasant,Hamilton County,New York,United States"
110412,lake ronkonkoma,"Lake Ronkonkoma,Suffolk County,New York,United States"
110413,lake success,"Lake Success,Nassau County,New York,United States"
110414,larchmont,"Larchmont,Westchester County,New York,United States"
110415,lattingtown,"Lattingtown,Nassau County,New York,United States"
110416,laurel hollow,"Laurel Hollow,Nassau County,New York,United States"
110417,lido beach,"Lido Beach,Nassau County,New York,United States"
110418,lincolndale,"Lincolndale,Westchester County,New York,United States"
110419,little valley,"Little Valley,Cattaraugus County,New York,United States"
110420,livingston manor,"Livingston Manor,Sullivan County,New York,United States"
110421,lloyd harbor,"Lloyd Harbor,Suffolk County,New York,United States"
110422,locust valley,"Locust Valley,Nassau County,New York,United States"
110423,long island city,"Long Island City,Queens County,New York,United States"
110424,lorenz park,"Lorenz Park,Columbia County,New York,United States"
110425,lowville,"Lowville,Lewis County,New York,United States"
110426,lynbrook,"Lynbrook,Nassau County,New York,United States"
110427,lyncourt,"Lyncourt,Onondaga County,New York,United States"
110428,mahopac,"Mahopac,Putnam County,New York,United States"
110429,malverne,"Malverne,Nassau County,New York,United States"
110430,mamaroneck,"Mamaroneck,Westchester County,New York,United States"
110431,manhasset,"Manhasset,Nassau County,New York,United States"
110432,manhasset hills,"Manhasset Hills,Nassau County,New York,United States"
110433,manlius,"Manlius,Onondaga County,New York,United States"
110434,manorhaven,"Manorhaven,Nassau County,New York,United States"
110435,massapequa,"Massapequa,Nassau County,New York,United States"
110436,massapequa park,"Massapequa Park,Nassau County,New York,United States"
110437,massena,"Massena,St. Lawrence County,New York,United States"
110438,mastic,"Mastic,Suffolk County,New York,United States"
110439,mastic beach,"Mastic Beach,Suffolk County,New York,United States"
110440,mattituck,"Mattituck,Suffolk County,New York,United States"
110441,mattydale,"Mattydale,Onondaga County,New York,United States"
110442,maybrook,"Maybrook,Orange County,New York,United States"
110443,mcgraw,"McGraw,Cortland County,New York,United States"
110444,mckownville,"McKownville,Albany County,New York,United States"
110445,mechanicstown,"Mechanicstown,Orange County,New York,United States"
110446,mechanicville,"Mechanicville,Saratoga County,New York,United States"
110447,menands,"Menands,Albany County,New York,United States"
110448,merrick,"Merrick,Nassau County,New York,United States"
110449,middle island,"Middle Island,Suffolk County,New York,United States"
110450,middleburgh,"Middleburgh,Schoharie County,New York,United States"
110451,miller place,"Miller Place,Suffolk County,New York,United States"
110452,minetto,"Minetto,Oswego County,New York,United States"
110453,mineville,"Mineville,Essex County,New York,United States"
110454,minoa,"Minoa,Onondaga County,New York,United States"
110455,mohawk,"Mohawk,Herkimer County,New York,United States"
110456,monsey,"Monsey,Rockland County,New York,United States"
110457,montauk,"Montauk,Suffolk County,New York,United States"
110458,montour falls,"Montour Falls,Schuyler County,New York,United States"
110459,moravia,"Moravia,Cayuga County,New York,United States"
110460,moriches,"Moriches,Suffolk County,New York,United States"
110461,mount ivy,"Mount Ivy,Rockland County,New York,United States"
110462,mount kisco,"Mount Kisco,Westchester County,New York,United States"
110463,mount sinai,"Mount Sinai,Suffolk County,New York,United States"
110464,mountain lodge park,"Mountain Lodge Park,Orange County,New York,United States"
110465,munsey park,"Munsey Park,Nassau County,New York,United States"
110466,munsons corners,"Munsons Corners,Cortland County,New York,United States"
110467,myers corner,"Myers Corner,Dutchess County,New York,United States"
110468,muttontown,"Muttontown,Nassau County,New York,United States"
110469,nanuet,"Nanuet,Rockland County,New York,United States"
110470,napanoch,"Napanoch,Ulster County,New York,United States"
110471,nedrow,"Nedrow,Onondaga County,New York,United States"
110472,nesconset,"Nesconset,Suffolk County,New York,United States"
110473,new cassel,"New Cassel,Nassau County,New York,United States"
110474,new city,"New City,Rockland County,New York,United States"
110475,new hartford,"New Hartford,Oneida County,New York,United States"
110476,new hyde park,"New Hyde Park,Nassau County,New York,United States"
110477,new paltz,"New Paltz,Ulster County,New York,United States"
110478,new rochelle,"New Rochelle,Westchester County,New York,United States"
110479,new square,"New Square,Rockland County,New York,United States"
110480,new york city,"New York City, ,New York,United States"
110481,niskayuna,"Niskayuna,Schenectady County,New York,United States"
110482,nissequogue,"Nissequogue,Suffolk County,New York,United States"
110483,north amityville,"North Amityville,Suffolk County,New York,United States"
110484,north babylon,"North Babylon,Suffolk County,New York,United States"
110485,north bay shore,"North Bay Shore,Suffolk County,New York,United States"
110486,north bellmore,"North Bellmore,Nassau County,New York,United States"
110487,north bellport,"North Bellport,Suffolk County,New York,United States"
110488,north boston,"North Boston,Erie County,New York,United States"
110489,north collins,"North Collins,Erie County,New York,United States"
110490,north gates,"North Gates,Monroe County,New York,United States"
110491,north great river,"North Great River,Suffolk County,New York,United States"
110492,north hills,"North Hills,Nassau County,New York,United States"
110493,north lindenhurst,"North Lindenhurst,Suffolk County,New York,United States"
110494,north massapequa,"North Massapequa,Nassau County,New York,United States"
110495,north merrick,"North Merrick,Nassau County,New York,United States"
110496,north new hyde park,"North New Hyde Park,Nassau County,New York,United States"
110497,north patchogue,"North Patchogue,Suffolk County,New York,United States"
110498,north sea,"North Sea,Suffolk County,New York,United States"
110499,north syracuse,"North Syracuse,Onondaga County,New York,United States"
110500,north tonawanda,"North Tonawanda,Niagara County,New York,United States"
110501,north valley stream,"North Valley Stream,Nassau County,New York,United States"
110502,north wantagh,"North Wantagh,Nassau County,New York,United States"
110503,northwest harbor,"Northwest Harbor,Suffolk County,New York,United States"
110504,noyack,"Noyack,Suffolk County,New York,United States"
110505,nunda,"Nunda,Livingston County,New York,United States"
110506,nyack,"Nyack,Rockland County,New York,United States"
110507,olcott,"Olcott,Niagara County,New York,United States"
110508,old bethpage,"Old Bethpage,Nassau County,New York,United States"
110509,old brookville,"Old Brookville,Nassau County,New York,United States"
110510,old westbury,"Old Westbury,Nassau County,New York,United States"
110511,olean,"Olean,Cattaraugus County,New York,United States"
110512,orange lake,"Orange Lake,Orange County,New York,United States"
110513,orchard park,"Orchard Park,Erie County,New York,United States"
110514,oriskany,"Oriskany,Oneida County,New York,United States"
110515,ossining,"Ossining,Westchester County,New York,United States"
110516,otego,"Otego,Otsego County,New York,United States"
110517,otisville,"Otisville,Orange County,New York,United States"
110518,owego,"Owego,Tioga County,New York,United States"
110519,oyster bay,"Oyster Bay,Nassau County,New York,United States"
110520,oyster bay cove,"Oyster Bay Cove,Nassau County,New York,United States"
110521,painted post,"Painted Post,Steuben County,New York,United States"
110522,palenville,"Palenville,Greene County,New York,United States"
110523,patchogue,"Patchogue,Suffolk County,New York,United States"
110524,pawling,"Pawling,Dutchess County,New York,United States"
110525,peach lake,"Peach Lake,Putnam County,New York,United States"
110526,peekskill,"Peekskill,Westchester County,New York,United States"
110527,pelham manor,"Pelham Manor,Westchester County,New York,United States"
110528,penn yan,"Penn Yan,Yates County,New York,United States"
110529,phelps,"Phelps,Ontario County,New York,United States"
110530,philmont,"Philmont,Columbia County,New York,United States"
110531,piermont,"Piermont,Rockland County,New York,United States"
110532,pine bush,"Pine Bush,Orange County,New York,United States"
110533,pine plains,"Pine Plains,Dutchess County,New York,United States"
110534,pittsford,"Pittsford,Monroe County,New York,United States"
110535,plainedge,"Plainedge,Nassau County,New York,United States"
110536,plandome,"Plandome,Nassau County,New York,United States"
110537,plandome heights,"Plandome Heights,Nassau County,New York,United States"
110538,plattekill,"Plattekill,Ulster County,New York,United States"
110539,plattsburgh,"Plattsburgh,Clinton County,New York,United States"
110540,poestenkill,"Poestenkill,Rensselaer County,New York,United States"
110541,point lookout,"Point Lookout,Nassau County,New York,United States"
110542,port chester,"Port Chester,Westchester County,New York,United States"
110543,port dickinson,"Port Dickinson,Broome County,New York,United States"
110544,port ewen,"Port Ewen,Ulster County,New York,United States"
110545,port henry,"Port Henry,Essex County,New York,United States"
110546,port jefferson,"Port Jefferson,Suffolk County,New York,United States"
110547,port jefferson station,"Port Jefferson Station,Suffolk County,New York,United States"
110548,port jervis,"Port Jervis,Orange County,New York,United States"
110549,port washington north,"Port Washington North,Nassau County,New York,United States"
110550,portville,"Portville,Cattaraugus County,New York,United States"
110551,poughkeepsie,"Poughkeepsie,Dutchess County,New York,United States"
110552,pound ridge,"Pound Ridge,Westchester County,New York,United States"
110553,purchase,"Purchase,Westchester County,New York,United States"
110554,putnam lake,"Putnam Lake,Putnam County,New York,United States"
110555,borough of queens,"Borough of Queens,Queens County,New York,United States"
110556,queensbury,"Queensbury,Warren County,New York,United States"
110557,ransomville,"Ransomville,Niagara County,New York,United States"
110558,rapids,"Rapids,Niagara County,New York,United States"
110559,ravena,"Ravena,Albany County,New York,United States"
110560,red hook,"Red Hook,Dutchess County,New York,United States"
110561,red oaks mill,"Red Oaks Mill,Dutchess County,New York,United States"
110562,rhinebeck,"Rhinebeck,Dutchess County,New York,United States"
110563,richfield springs,"Richfield Springs,Otsego County,New York,United States"
110564,ridge,"Ridge,Suffolk County,New York,United States"
110565,riverhead,"Riverhead,Suffolk County,New York,United States"
110566,rockville centre,"Rockville Centre,Nassau County,New York,United States"
110567,roessleville,"Roessleville,Albany County,New York,United States"
110568,ronkonkoma,"Ronkonkoma,Suffolk County,New York,United States"
110569,roslyn,"Roslyn,Nassau County,New York,United States"
110570,roslyn estates,"Roslyn Estates,Nassau County,New York,United States"
110571,roslyn harbor,"Roslyn Harbor,Nassau County,New York,United States"
110572,roslyn heights,"Roslyn Heights,Nassau County,New York,United States"
110573,rouses point,"Rouses Point,Clinton County,New York,United States"
110574,rye brook,"Rye Brook,Westchester County,New York,United States"
110575,sackets harbor,"Sackets Harbor,Jefferson County,New York,United States"
110576,sag harbor,"Sag Harbor,Suffolk County,New York,United States"
110577,saint johnsville,"Saint Johnsville,Montgomery County,New York,United States"
110578,sands point,"Sands Point,Nassau County,New York,United States"
110579,saranac lake,"Saranac Lake,Franklin County,New York,United States"
110580,saugerties,"Saugerties,Ulster County,New York,United States"
110581,sayville,"Sayville,Suffolk County,New York,United States"
110582,scarsdale,"Scarsdale,Westchester County,New York,United States"
110583,schenectady,"Schenectady,Schenectady County,New York,United States"
110584,schoharie,"Schoharie,Schoharie County,New York,United States"
110585,schuylerville,"Schuylerville,Saratoga County,New York,United States"
110586,scotchtown,"Scotchtown,Orange County,New York,United States"
110587,scotia,"Scotia,Schenectady County,New York,United States"
110588,sea cliff,"Sea Cliff,Nassau County,New York,United States"
110589,searingtown,"Searingtown,Nassau County,New York,United States"
110590,selden,"Selden,Suffolk County,New York,United States"
110591,seneca falls,"Seneca Falls,Seneca County,New York,United States"
110592,seneca knolls,"Seneca Knolls,Onondaga County,New York,United States"
110593,shelter island,"Shelter Island,Suffolk County,New York,United States"
110594,shelter island heights,"Shelter Island Heights,Suffolk County,New York,United States"
110595,shenorock,"Shenorock,Westchester County,New York,United States"
110596,sherburne,"Sherburne,Chenango County,New York,United States"
110597,sherrill,"Sherrill,Oneida County,New York,United States"
110598,shinnecock hills,"Shinnecock Hills,Suffolk County,New York,United States"
110599,shokan,"Shokan,Ulster County,New York,United States"
110600,shortsville,"Shortsville,Ontario County,New York,United States"
110601,shrub oak,"Shrub Oak,Westchester County,New York,United States"
110602,silver creek,"Silver Creek,Chautauqua County,New York,United States"
110603,skaneateles,"Skaneateles,Onondaga County,New York,United States"
110604,sloan,"Sloan,Erie County,New York,United States"
110605,sloatsburg,"Sloatsburg,Rockland County,New York,United States"
110606,smithtown,"Smithtown,Suffolk County,New York,United States"
110607,sodus,"Sodus,Wayne County,New York,United States"
110608,solvay,"Solvay,Onondaga County,New York,United States"
110609,sound beach,"Sound Beach,Suffolk County,New York,United States"
110610,south corning,"South Corning,Steuben County,New York,United States"
110611,south fallsburg,"South Fallsburg,Sullivan County,New York,United States"
110612,south farmingdale,"South Farmingdale,Nassau County,New York,United States"
110613,south floral park,"South Floral Park,Nassau County,New York,United States"
110614,south glens falls,"South Glens Falls,Saratoga County,New York,United States"
110615,south hempstead,"South Hempstead,Nassau County,New York,United States"
110616,south huntington,"South Huntington,Suffolk County,New York,United States"
110617,south lockport,"South Lockport,Niagara County,New York,United States"
110618,south nyack,"South Nyack,Rockland County,New York,United States"
110619,south valley stream,"South Valley Stream,Nassau County,New York,United States"
110620,southold,"Southold,Suffolk County,New York,United States"
110621,spackenkill,"Spackenkill,Dutchess County,New York,United States"
110622,sparkill,"Sparkill,Rockland County,New York,United States"
110623,spencerport,"Spencerport,Monroe County,New York,United States"
110624,saint bonaventure,"Saint Bonaventure,Cattaraugus County,New York,United States"
110625,staten island,"Staten Island,Richmond County,New York,United States"
110626,stewart manor,"Stewart Manor,Nassau County,New York,United States"
110627,stone ridge,"Stone Ridge,Ulster County,New York,United States"
110628,stony brook,"Stony Brook,Suffolk County,New York,United States"
110629,stottville,"Stottville,Columbia County,New York,United States"
110630,suffern,"Suffern,Rockland County,New York,United States"
110631,sylvan beach,"Sylvan Beach,Steuben County,New York,United States"
110632,syosset,"Syosset,Nassau County,New York,United States"
110633,tappan,"Tappan,Rockland County,New York,United States"
110634,tarrytown,"Tarrytown,Westchester County,New York,United States"
110635,thiells,"Thiells,Rockland County,New York,United States"
110636,thornwood,"Thornwood,Westchester County,New York,United States"
110637,ticonderoga,"Ticonderoga,Essex County,New York,United States"
110638,tillson,"Tillson,Ulster County,New York,United States"
110639,town line,"Town Line,Erie County,New York,United States"
110640,tribes hill,"Tribes Hill,Montgomery County,New York,United States"
110641,trumansburg,"Trumansburg,Tompkins County,New York,United States"
110642,tupper lake,"Tupper Lake,Franklin County,New York,United States"
110643,uniondale,"Uniondale,Nassau County,New York,United States"
110644,university gardens,"University Gardens,Nassau County,New York,United States"
110645,upper brookville,"Upper Brookville,Nassau County,New York,United States"
110646,upper nyack,"Upper Nyack,Rockland County,New York,United States"
110647,vails gate,"Vails Gate,Orange County,New York,United States"
110648,valatie,"Valatie,Columbia County,New York,United States"
110649,valhalla,"Valhalla,Westchester County,New York,United States"
110650,valley cottage,"Valley Cottage,Rockland County,New York,United States"
110651,valley stream,"Valley Stream,Nassau County,New York,United States"
110652,verplanck,"Verplanck,Westchester County,New York,United States"
110653,village green,"Village Green,Onondaga County,New York,United States"
110654,village of the branch,"Village of the Branch,Suffolk County,New York,United States"
110655,viola,"Viola,Rockland County,New York,United States"
110656,voorheesville,"Voorheesville,Albany County,New York,United States"
110657,wading river,"Wading River,Suffolk County,New York,United States"
110658,wallkill,"Wallkill,Ulster County,New York,United States"
110659,walton park,"Walton Park,Orange County,New York,United States"
110660,wampsville,"Wampsville,Madison County,New York,United States"
110661,wantagh,"Wantagh,Nassau County,New York,United States"
110662,wanakah,"Wanakah,Erie County,New York,United States"
110663,wappingers falls,"Wappingers Falls,Dutchess County,New York,United States"
110664,washington heights,"Washington Heights,Orange County,New York,United States"
110665,washington mills,"Washington Mills,Oneida County,New York,United States"
110666,washingtonville,"Washingtonville,Orange County,New York,United States"
110667,watkins glen,"Watkins Glen,Schuyler County,New York,United States"
110668,weedsport,"Weedsport,Cayuga County,New York,United States"
110669,wesley hills,"Wesley Hills,Rockland County,New York,United States"
110670,west albany,"West Albany,Albany County,New York,United States"
110671,west babylon,"West Babylon,Suffolk County,New York,United States"
110672,west bay shore,"West Bay Shore,Suffolk County,New York,United States"
110673,west carthage,"West Carthage,Jefferson County,New York,United States"
110674,west elmira,"West Elmira,Chemung County,New York,United States"
110675,west glens falls,"West Glens Falls,Warren County,New York,United States"
110676,west haverstraw,"West Haverstraw,Rockland County,New York,United States"
110677,west hempstead,"West Hempstead,Nassau County,New York,United States"
110678,west hurley,"West Hurley,Ulster County,New York,United States"
110679,west islip,"West Islip,Suffolk County,New York,United States"
110680,west nyack,"West Nyack,Rockland County,New York,United States"
110681,west sand lake,"West Sand Lake,Rensselaer County,New York,United States"
110682,west sayville,"West Sayville,Suffolk County,New York,United States"
110683,west seneca,"West Seneca,Erie County,New York,United States"
110684,westhampton beach,"Westhampton Beach,Suffolk County,New York,United States"
110685,westmere,"Westmere,Albany County,New York,United States"
110686,weston mills,"Weston Mills,Cattaraugus County,New York,United States"
110687,westons mills,"Westons Mills,Cattaraugus County,New York,United States"
110688,westvale,"Westvale,Onondaga County,New York,United States"
110689,wheatley heights,"Wheatley Heights,Suffolk County,New York,United States"
110690,williston park,"Williston Park,Nassau County,New York,United States"
110691,wurtsboro,"Wurtsboro,Sullivan County,New York,United States"
110692,wyandanch,"Wyandanch,Suffolk County,New York,United States"
110693,wynantskill,"Wynantskill,Rensselaer County,New York,United States"
110694,yaphank,"Yaphank,Suffolk County,New York,United States"
110695,yonkers,"Yonkers,Westchester County,New York,United States"
110696,yorktown heights,"Yorktown Heights,Westchester County,New York,United States"
110697,zena,"Zena,Ulster County,New York,United States"
110698,antwerp,"Antwerp,Paulding County,Ohio,United States"
110699,apple creek,"Apple Creek,Wayne County,Ohio,United States"
110700,archbold,"Archbold,Fulton County,Ohio,United States"
110701,ashtabula,"Ashtabula,Ashtabula County,Ohio,United States"
110702,austintown,"Austintown,Mahoning County,Ohio,United States"
110703,avon center,"Avon Center,Lorain County,Ohio,United States"
110704,avon lake,"Avon Lake,Lorain County,Ohio,United States"
110705,ballville,"Ballville,Sandusky County,Ohio,United States"
110706,bay village,"Bay Village,Cuyahoga County,Ohio,United States"
110707,bedford heights,"Bedford Heights,Cuyahoga County,Ohio,United States"
110708,beechwood trails,"Beechwood Trails,Licking County,Ohio,United States"
110709,bellefontaine,"Bellefontaine,Logan County,Ohio,United States"
110710,bolindale,"Bolindale,Trumbull County,Ohio,United States"
110711,boston heights,"Boston Heights,Summit County,Ohio,United States"
110712,botkins,"Botkins,Shelby County,Ohio,United States"
110713,bratenahl,"Bratenahl,Cuyahoga County,Ohio,United States"
110714,brecksville,"Brecksville,Cuyahoga County,Ohio,United States"
110715,brilliant,"Brilliant,Jefferson County,Ohio,United States"
110716,broadview heights,"Broadview Heights,Cuyahoga County,Ohio,United States"
110717,brook park,"Brook Park,Cuyahoga County,Ohio,United States"
110718,brookfield center,"Brookfield Center,Trumbull County,Ohio,United States"
110719,brooklyn heights,"Brooklyn Heights,Cuyahoga County,Ohio,United States"
110720,bucyrus,"Bucyrus,Crawford County,Ohio,United States"
110721,calcutta,"Calcutta,Columbiana County,Ohio,United States"
110722,canal fulton,"Canal Fulton,Stark County,Ohio,United States"
110723,canfield,"Canfield,Mahoning County,Ohio,United States"
110724,cardington,"Cardington,Morrow County,Ohio,United States"
110725,carey,"Carey,Wyandot County,Ohio,United States"
110726,centerburg,"Centerburg,Knox County,Ohio,United States"
110727,chagrin falls,"Chagrin Falls,Cuyahoga County,Ohio,United States"
110728,chardon,"Chardon,Geauga County,Ohio,United States"
110729,chesterland,"Chesterland,Geauga County,Ohio,United States"
110730,columbus grove,"Columbus Grove,Putnam County,Ohio,United States"
110731,conneaut,"Conneaut,Ashtabula County,Ohio,United States"
110732,continental,"Continental,Putnam County,Ohio,United States"
110733,coshocton,"Coshocton,Coshocton County,Ohio,United States"
110734,craig beach,"Craig Beach,Mahoning County,Ohio,United States"
110735,cridersville,"Cridersville,Auglaize County,Ohio,United States"
110736,curtice,"Curtice,Lucas County,Ohio,United States"
110737,cuyahoga falls,"Cuyahoga Falls,Summit County,Ohio,United States"
