Unnamed: 0,name,mapped_data
7209,buller district new zealand,",Buller District,West Coast,New Zealand"
7210,tauranga city new zealand,",Tauranga City,Bay of Plenty,New Zealand"
7211,opotiki district new zealand,",Opotiki District,Bay of Plenty,New Zealand"
7212,gore district new zealand,",Gore District,Southland,New Zealand"
7213,matamata-piako district new zealand,",Matamata-Piako District,Waikato,New Zealand"
7214,waipa district new zealand,",Waipa District,Waikato,New Zealand"
7215,rotorua district new zealand,",Rotorua District,Bay of Plenty,New Zealand"
7216,marlborough district new zealand,",Marlborough District,Marlborough,New Zealand"
7217,upper hutt city new zealand,",Upper Hutt City,Wellington,New Zealand"
7218,kaikoura district new zealand,",Kaikoura District,Canterbury,New Zealand"
11531,baldwin county united states,",Baldwin County,Alabama,United States"
11532,jackson county united states,",Jackson County,Texas,United States"
11533,mobile county united states,",Mobile County,Alabama,United States"
11534,rusk county united states,",Rusk County,Texas,United States"
11535,medina county united states,",Medina County,Texas,United States"
11536,marion county united states,",Marion County,Alabama,United States"
11537,fairfax county united states,",Fairfax County,Virginia,United States"
11538,york county united states,",York County,Virginia,United States"
11539,jefferson county united states,",Jefferson County,Alabama,United States"
11540,sussex county united states,",Sussex County,Delaware,United States"
11541,fayette county united states,",Fayette County,Alabama,United States"
11542,pasco county united states,",Pasco County,Florida,United States"
11543,lee county united states,",Lee County,Florida,United States"
11544,dearborn county united states,",Dearborn County,Indiana,United States"
11545,washington county united states,",Washington County,Indiana,United States"
11546,rooks county united states,",Rooks County,Kansas,United States"
11547,mccracken county united states,",McCracken County,Kentucky,United States"
11548,east carroll parish united states,",East Carroll Parish,Louisiana,United States"
11549,bossier parish united states,",Bossier Parish,Louisiana,United States"
11550,anne arundel county united states,",Anne Arundel County,Maryland,United States"
11551,hamilton county united states,",Hamilton County,Ohio,United States"
11552,kershaw county united states,",Kershaw County,South Carolina,United States"
11553,blount county united states,",Blount County,Alabama,United States"
11554,elmore county united states,",Elmore County,Alabama,United States"
11555,hays county united states,",Hays County,Texas,United States"
11556,marshall county united states,",Marshall County,Alabama,United States"
11557,bibb county united states,",Bibb County,Alabama,United States"
11558,escambia county united states,",Escambia County,Alabama,United States"
11559,shelby county united states,",Shelby County,Alabama,United States"
11560,tuscaloosa county united states,",Tuscaloosa County,Alabama,United States"
11561,pike county united states,",Pike County,Alabama,United States"
11562,choctaw county united states,",Choctaw County,Alabama,United States"
11563,calhoun county united states,",Calhoun County,Alabama,United States"
11564,wilcox county united states,",Wilcox County,Alabama,United States"
11565,tallapoosa county united states,",Tallapoosa County,Alabama,United States"
11566,walker county united states,",Walker County,Alabama,United States"
11567,pickens county united states,",Pickens County,Alabama,United States"
11568,cherokee county united states,",Cherokee County,Alabama,United States"
11569,colbert county united states,",Colbert County,Alabama,United States"
11570,talladega county united states,",Talladega County,Alabama,United States"
11571,chilton county united states,",Chilton County,Alabama,United States"
11572,barbour county united states,",Barbour County,Alabama,United States"
11573,dekalb county united states,",DeKalb County,Alabama,United States"
11574,houston county united states,",Houston County,Alabama,United States"
11575,cullman county united states,",Cullman County,Alabama,United States"
11576,dale county united states,",Dale County,Alabama,United States"
11577,morgan county united states,",Morgan County,Alabama,United States"
11578,marengo county united states,",Marengo County,Alabama,United States"
11579,winston county united states,",Winston County,Alabama,United States"
11580,lauderdale county united states,",Lauderdale County,Alabama,United States"
11581,coffee county united states,",Coffee County,Alabama,United States"
11582,greene county united states,",Greene County,Alabama,United States"
11583,conecuh county united states,",Conecuh County,Alabama,United States"
11584,covington county united states,",Covington County,Alabama,United States"
11585,lowndes county united states,",Lowndes County,Alabama,United States"
11586,monroe county united states,",Monroe County,Alabama,United States"
11587,etowah county united states,",Etowah County,Alabama,United States"
11588,geneva county united states,",Geneva County,Alabama,United States"
11589,butler county united states,",Butler County,Alabama,United States"
11590,coosa county united states,",Coosa County,Alabama,United States"
11591,hale county united states,",Hale County,Alabama,United States"
11592,clarke county united states,",Clarke County,Alabama,United States"
11593,madison county united states,",Madison County,Alabama,United States"
11594,henry county united states,",Henry County,Alabama,United States"
11595,cleburne county united states,",Cleburne County,Alabama,United States"
11596,chambers county united states,",Chambers County,Alabama,United States"
11597,bullock county united states,",Bullock County,Alabama,United States"
11598,russell county united states,",Russell County,Alabama,United States"
11599,clay county united states,",Clay County,Alabama,United States"
11600,sumter county united states,",Sumter County,Alabama,United States"
11601,crenshaw county united states,",Crenshaw County,Alabama,United States"
11602,autauga county united states,",Autauga County,Alabama,United States"
11603,saint clair county united states,",Saint Clair County,Alabama,United States"
11604,perry county united states,",Perry County,Alabama,United States"
11605,lamar county united states,",Lamar County,Alabama,United States"
11606,montgomery county united states,",Montgomery County,Alabama,United States"
11607,lawrence county united states,",Lawrence County,Alabama,United States"
11608,franklin county united states,",Franklin County,Alabama,United States"
11609,randolph county united states,",Randolph County,Alabama,United States"
11610,dallas county united states,",Dallas County,Alabama,United States"
11611,macon county united states,",Macon County,Alabama,United States"
11612,pulaski county united states,",Pulaski County,Arkansas,United States"
11613,crawford county united states,",Crawford County,Arkansas,United States"
11614,clark county united states,",Clark County,Arkansas,United States"
11615,desha county united states,",Desha County,Arkansas,United States"
11616,sharp county united states,",Sharp County,Arkansas,United States"
11617,little river county united states,",Little River County,Arkansas,United States"
11618,pope county united states,",Pope County,Arkansas,United States"
11619,woodruff county united states,",Woodruff County,Arkansas,United States"
11620,lonoke county united states,",Lonoke County,Arkansas,United States"
11621,white county united states,",White County,Arkansas,United States"
11622,sebastian county united states,",Sebastian County,Arkansas,United States"
11623,independence county united states,",Independence County,Arkansas,United States"
11624,craighead county united states,",Craighead County,Arkansas,United States"
11625,benton county united states,",Benton County,Arkansas,United States"
11626,saline county united states,",Saline County,Arkansas,United States"
11627,carroll county united states,",Carroll County,Arkansas,United States"
11628,mississippi county united states,",Mississippi County,Arkansas,United States"
11629,logan county united states,",Logan County,Arkansas,United States"
11630,izard county united states,",Izard County,Arkansas,United States"
11631,ouachita county united states,",Ouachita County,Arkansas,United States"
11632,johnson county united states,",Johnson County,Arkansas,United States"
11633,van buren county united states,",Van Buren County,Arkansas,United States"
11634,faulkner county united states,",Faulkner County,Arkansas,United States"
11635,ashley county united states,",Ashley County,Arkansas,United States"
11636,yell county united states,",Yell County,Arkansas,United States"
11637,sevier county united states,",Sevier County,Arkansas,United States"
11638,arkansas county united states,",Arkansas County,Arkansas,United States"
11639,chicot county united states,",Chicot County,Arkansas,United States"
11640,prairie county united states,",Prairie County,Arkansas,United States"
11641,howard county united states,",Howard County,Arkansas,United States"
11642,crittenden county united states,",Crittenden County,Arkansas,United States"
11643,union county united states,",Union County,Arkansas,United States"
11644,saint francis county united states,",Saint Francis County,Arkansas,United States"
11645,baxter county united states,",Baxter County,Arkansas,United States"
11646,poinsett county united states,",Poinsett County,Arkansas,United States"
11647,boone county united states,",Boone County,Arkansas,United States"
11648,phillips county united states,",Phillips County,Arkansas,United States"
11649,hempstead county united states,",Hempstead County,Arkansas,United States"
11650,garland county united states,",Garland County,Arkansas,United States"
11651,newton county united states,",Newton County,Arkansas,United States"
11652,lafayette county united states,",Lafayette County,Arkansas,United States"
11653,columbia county united states,",Columbia County,Arkansas,United States"
11654,hot spring county united states,",Hot Spring County,Arkansas,United States"
11655,searcy county united states,",Searcy County,Arkansas,United States"
11656,polk county united states,",Polk County,Arkansas,United States"
11657,drew county united states,",Drew County,Arkansas,United States"
11658,conway county united states,",Conway County,Arkansas,United States"
11659,stone county united states,",Stone County,Arkansas,United States"
11660,cross county united states,",Cross County,Arkansas,United States"
11661,nevada county united states,",Nevada County,Arkansas,United States"
11662,cleveland county united states,",Cleveland County,Arkansas,United States"
11663,fulton county united states,",Fulton County,Arkansas,United States"
11664,grant county united states,",Grant County,Arkansas,United States"
11665,lincoln county united states,",Lincoln County,Arkansas,United States"
11666,miller county united states,",Miller County,Arkansas,United States"
11667,scott county united states,",Scott County,Arkansas,United States"
11668,bradley county united states,",Bradley County,Arkansas,United States"
11669,  united states,", ,Washington, D.C.,United States"
11670,new castle county united states,",New Castle County,Delaware,United States"
11671,kent county united states,",Kent County,Delaware,United States"
11672,alachua county united states,",Alachua County,Florida,United States"
11673,miami-dade county united states,",Miami-Dade County,Florida,United States"
11674,seminole county united states,",Seminole County,Florida,United States"
11675,manatee county united states,",Manatee County,Florida,United States"
11676,hillsborough county united states,",Hillsborough County,Florida,United States"
11677,orange county united states,",Orange County,Florida,United States"
11678,desoto county united states,",DeSoto County,Florida,United States"
11679,lake county united states,",Lake County,Florida,United States"
11680,duval county united states,",Duval County,Florida,United States"
11681,palm beach county united states,",Palm Beach County,Florida,United States"
11682,highlands county united states,",Highlands County,Florida,United States"
11683,santa rosa county united states,",Santa Rosa County,Florida,United States"
11684,pinellas county united states,",Pinellas County,Florida,United States"
11685,sarasota county united states,",Sarasota County,Florida,United States"
11686,citrus county united states,",Citrus County,Florida,United States"
11687,holmes county united states,",Holmes County,Florida,United States"
11688,hardee county united states,",Hardee County,Florida,United States"
11689,liberty county united states,",Liberty County,Florida,United States"
11690,broward county united states,",Broward County,Florida,United States"
11691,levy county united states,",Levy County,Florida,United States"
11692,hernando county united states,",Hernando County,Florida,United States"
11693,glades county united states,",Glades County,Florida,United States"
11694,osceola county united states,",Osceola County,Florida,United States"
11695,flagler county united states,",Flagler County,Florida,United States"
11696,saint johns county united states,",Saint Johns County,Florida,United States"
11697,nassau county united states,",Nassau County,Florida,United States"
11698,bay county united states,",Bay County,Florida,United States"
11699,brevard county united states,",Brevard County,Florida,United States"
11700,charlotte county united states,",Charlotte County,Florida,United States"
11701,gadsden county united states,",Gadsden County,Florida,United States"
11702,hendry county united states,",Hendry County,Florida,United States"
11703,wakulla county united states,",Wakulla County,Florida,United States"
11704,putnam county united states,",Putnam County,Florida,United States"
11705,okaloosa county united states,",Okaloosa County,Florida,United States"
11706,dixie county united states,",Dixie County,Florida,United States"
11707,okeechobee county united states,",Okeechobee County,Florida,United States"
11708,volusia county united states,",Volusia County,Florida,United States"
11709,walton county united states,",Walton County,Florida,United States"
11710,indian river county united states,",Indian River County,Florida,United States"
11711,saint lucie county united states,",Saint Lucie County,Florida,United States"
11712,collier county united states,",Collier County,Florida,United States"
11713,martin county united states,",Martin County,Florida,United States"
11714,suwannee county united states,",Suwannee County,Florida,United States"
11715,baker county united states,",Baker County,Florida,United States"
11716,taylor county united states,",Taylor County,Florida,United States"
11717,gulf county united states,",Gulf County,Florida,United States"
11718,bradford county united states,",Bradford County,Florida,United States"
11719,leon county united states,",Leon County,Florida,United States"
11720,gilchrist county united states,",Gilchrist County,Florida,United States"
11721,cobb county united states,",Cobb County,Georgia,United States"
11722,bartow county united states,",Bartow County,Georgia,United States"
11723,cook county united states,",Cook County,Georgia,United States"
11724,wheeler county united states,",Wheeler County,Georgia,United States"
11725,dougherty county united states,",Dougherty County,Georgia,United States"
11726,bacon county united states,",Bacon County,Georgia,United States"
11727,banks county united states,",Banks County,Georgia,United States"
11728,turner county united states,",Turner County,Georgia,United States"
11729,barrow county united states,",Barrow County,Georgia,United States"
11730,richmond county united states,",Richmond County,Georgia,United States"
11731,decatur county united states,",Decatur County,Georgia,United States"
11732,habersham county united states,",Habersham County,Georgia,United States"
11733,appling county united states,",Appling County,Georgia,United States"
11734,gwinnett county united states,",Gwinnett County,Georgia,United States"
11735,pierce county united states,",Pierce County,Georgia,United States"
11736,early county united states,",Early County,Georgia,United States"
11737,chatham county united states,",Chatham County,Georgia,United States"
11738,fannin county united states,",Fannin County,Georgia,United States"
11739,oconee county united states,",Oconee County,Georgia,United States"
11740,clayton county united states,",Clayton County,Georgia,United States"
11741,thomas county united states,",Thomas County,Georgia,United States"
11742,haralson county united states,",Haralson County,Georgia,United States"
11743,bulloch county united states,",Bulloch County,Georgia,United States"
11744,glynn county united states,",Glynn County,Georgia,United States"
11745,peach county united states,",Peach County,Georgia,United States"
11746,grady county united states,",Grady County,Georgia,United States"
11747,gordon county united states,",Gordon County,Georgia,United States"
11748,mitchell county united states,",Mitchell County,Georgia,United States"
11749,floyd county united states,",Floyd County,Georgia,United States"
11750,murray county united states,",Murray County,Georgia,United States"
11751,dodge county united states,",Dodge County,Georgia,United States"
11752,evans county united states,",Evans County,Georgia,United States"
11753,rabun county united states,",Rabun County,Georgia,United States"
11754,bleckley county united states,",Bleckley County,Georgia,United States"
11755,muscogee county united states,",Muscogee County,Georgia,United States"
11756,rockdale county united states,",Rockdale County,Georgia,United States"
11757,crisp county united states,",Crisp County,Georgia,United States"
11758,taliaferro county united states,",Taliaferro County,Georgia,United States"
11759,forsyth county united states,",Forsyth County,Georgia,United States"
11760,chattahoochee county united states,",Chattahoochee County,Georgia,United States"
11761,lumpkin county united states,",Lumpkin County,Georgia,United States"
11762,whitfield county united states,",Whitfield County,Georgia,United States"
11763,paulding county united states,",Paulding County,Georgia,United States"
11764,mcintosh county united states,",McIntosh County,Georgia,United States"
11765,terrell county united states,",Terrell County,Georgia,United States"
11766,dawson county united states,",Dawson County,Georgia,United States"
11767,ware county united states,",Ware County,Georgia,United States"
11768,douglas county united states,",Douglas County,Georgia,United States"
11769,laurens county united states,",Laurens County,Georgia,United States"
11770,spalding county united states,",Spalding County,Georgia,United States"
11771,coweta county united states,",Coweta County,Georgia,United States"
11772,elbert county united states,",Elbert County,Georgia,United States"
11773,schley county united states,",Schley County,Georgia,United States"
11774,gilmer county united states,",Gilmer County,Georgia,United States"
11775,berrien county united states,",Berrien County,Georgia,United States"
11776,ben hill county united states,",Ben Hill County,Georgia,United States"
11777,hall county united states,",Hall County,Georgia,United States"
11778,charlton county united states,",Charlton County,Georgia,United States"
11779,catoosa county united states,",Catoosa County,Georgia,United States"
11780,heard county united states,",Heard County,Georgia,United States"
11781,quitman county united states,",Quitman County,Georgia,United States"
11782,glascock county united states,",Glascock County,Georgia,United States"
11783,tattnall county united states,",Tattnall County,Georgia,United States"
11784,wilkinson county united states,",Wilkinson County,Georgia,United States"
11785,jones county united states,",Jones County,Georgia,United States"
11786,meriwether county united states,",Meriwether County,Georgia,United States"
11787,effingham county united states,",Effingham County,Georgia,United States"
11788,harris county united states,",Harris County,Georgia,United States"
11789,upson county united states,",Upson County,Georgia,United States"
11790,hart county united states,",Hart County,Georgia,United States"
11791,jeff davis county united states,",Jeff Davis County,Georgia,United States"
11792,telfair county united states,",Telfair County,Georgia,United States"
11793,towns county united states,",Towns County,Georgia,United States"
11794,troup county united states,",Troup County,Georgia,United States"
11795,clinch county united states,",Clinch County,Georgia,United States"
11796,butts county united states,",Butts County,Georgia,United States"
11797,twiggs county united states,",Twiggs County,Georgia,United States"
11798,wayne county united states,",Wayne County,Georgia,United States"
11799,camden county united states,",Camden County,Georgia,United States"
11800,lanier county united states,",Lanier County,Georgia,United States"
11801,oglethorpe county united states,",Oglethorpe County,Georgia,United States"
11802,long county united states,",Long County,Georgia,United States"
11803,stewart county united states,",Stewart County,Georgia,United States"
11804,toombs county united states,",Toombs County,Georgia,United States"
11805,candler county united states,",Candler County,Georgia,United States"
11806,jenkins county united states,",Jenkins County,Georgia,United States"
11807,jasper county united states,",Jasper County,Georgia,United States"
11808,colquitt county united states,",Colquitt County,Georgia,United States"
11809,hancock county united states,",Hancock County,Georgia,United States"
11810,brantley county united states,",Brantley County,Georgia,United States"
11811,irwin county united states,",Irwin County,Georgia,United States"
11812,tift county united states,",Tift County,Georgia,United States"
11813,atkinson county united states,",Atkinson County,Georgia,United States"
11814,bryan county united states,",Bryan County,Georgia,United States"
11815,webster county united states,",Webster County,Georgia,United States"
11816,brooks county united states,",Brooks County,Georgia,United States"
11817,talbot county united states,",Talbot County,Georgia,United States"
11818,treutlen county united states,",Treutlen County,Georgia,United States"
11819,echols county united states,",Echols County,Georgia,United States"
11820,chattooga county united states,",Chattooga County,Georgia,United States"
11821,emanuel county united states,",Emanuel County,Georgia,United States"
11822,screven county united states,",Screven County,Georgia,United States"
11823,worth county united states,",Worth County,Georgia,United States"
11824,mcduffie county united states,",McDuffie County,Georgia,United States"
11825,stephens county united states,",Stephens County,Georgia,United States"
11826,dade county united states,",Dade County,Georgia,United States"
11827,dooly county united states,",Dooly County,Georgia,United States"
11828,warren county united states,",Warren County,Georgia,United States"
11829,wilkes county united states,",Wilkes County,Georgia,United States"
11830,burke county united states,",Burke County,Georgia,United States"
11831,clinton county united states,",Clinton County,Illinois,United States"
11832,edwards county united states,",Edwards County,Illinois,United States"
11833,cass county united states,",Cass County,Illinois,United States"
11834,christian county united states,",Christian County,Illinois,United States"
11835,menard county united states,",Menard County,Illinois,United States"
11836,sangamon county united states,",Sangamon County,Illinois,United States"
11837,piatt county united states,",Piatt County,Illinois,United States"
11838,macoupin county united states,",Macoupin County,Illinois,United States"
11839,moultrie county united states,",Moultrie County,Illinois,United States"
11840,alexander county united states,",Alexander County,Illinois,United States"
11841,williamson county united states,",Williamson County,Illinois,United States"
11842,coles county united states,",Coles County,Illinois,United States"
11843,edgar county united states,",Edgar County,Illinois,United States"
11844,hardin county united states,",Hardin County,Illinois,United States"
11845,vermilion county united states,",Vermilion County,Illinois,United States"
11846,cumberland county united states,",Cumberland County,Illinois,United States"
11847,bond county united states,",Bond County,Illinois,United States"
11848,jersey county united states,",Jersey County,Illinois,United States"
11849,massac county united states,",Massac County,Illinois,United States"
11850,wabash county united states,",Wabash County,Illinois,United States"
11851,brown county united states,",Brown County,Illinois,United States"
11852,richland county united states,",Richland County,Illinois,United States"
11853,adams county united states,",Adams County,Illinois,United States"
11854,gallatin county united states,",Gallatin County,Illinois,United States"
11855,champaign county united states,",Champaign County,Illinois,United States"
11856,hendricks county united states,",Hendricks County,Indiana,United States"
11857,ripley county united states,",Ripley County,Indiana,United States"
11858,knox county united states,",Knox County,Indiana,United States"
11859,warrick county united states,",Warrick County,Indiana,United States"
11860,vermillion county united states,",Vermillion County,Indiana,United States"
11861,bartholomew county united states,",Bartholomew County,Indiana,United States"
11862,harrison county united states,",Harrison County,Indiana,United States"
11863,jennings county united states,",Jennings County,Indiana,United States"
11864,spencer county united states,",Spencer County,Indiana,United States"
11865,vanderburgh county united states,",Vanderburgh County,Indiana,United States"
11866,sullivan county united states,",Sullivan County,Indiana,United States"
11867,dubois county united states,",Dubois County,Indiana,United States"
11868,gibson county united states,",Gibson County,Indiana,United States"
11869,parke county united states,",Parke County,Indiana,United States"
11870,posey county united states,",Posey County,Indiana,United States"
11871,vigo county united states,",Vigo County,Indiana,United States"
11872,daviess county united states,",Daviess County,Indiana,United States"
11873,ohio county united states,",Ohio County,Indiana,United States"
11874,rush county united states,",Rush County,Indiana,United States"
11875,owen county united states,",Owen County,Indiana,United States"
11876,switzerland county united states,",Switzerland County,Indiana,United States"
11877,dickinson county united states,",Dickinson County,Kansas,United States"
11878,wabaunsee county united states,",Wabaunsee County,Kansas,United States"
11879,labette county united states,",Labette County,Kansas,United States"
11880,harper county united states,",Harper County,Kansas,United States"
11881,cowley county united states,",Cowley County,Kansas,United States"
11882,atchison county united states,",Atchison County,Kansas,United States"
11883,shawnee county united states,",Shawnee County,Kansas,United States"
11884,leavenworth county united states,",Leavenworth County,Kansas,United States"
11885,sedgwick county united states,",Sedgwick County,Kansas,United States"
11886,sumner county united states,",Sumner County,Kansas,United States"
11887,republic county united states,",Republic County,Kansas,United States"
11888,wyandotte county united states,",Wyandotte County,Kansas,United States"
11889,reno county united states,",Reno County,Kansas,United States"
11890,coffey county united states,",Coffey County,Kansas,United States"
11891,osage county united states,",Osage County,Kansas,United States"
11892,neosho county united states,",Neosho County,Kansas,United States"
11893,comanche county united states,",Comanche County,Kansas,United States"
11894,cloud county united states,",Cloud County,Kansas,United States"
11895,chase county united states,",Chase County,Kansas,United States"
11896,morris county united states,",Morris County,Kansas,United States"
11897,barton county united states,",Barton County,Kansas,United States"
11898,ellis county united states,",Ellis County,Kansas,United States"
11899,ellsworth county united states,",Ellsworth County,Kansas,United States"
11900,doniphan county united states,",Doniphan County,Kansas,United States"
11901,lyon county united states,",Lyon County,Kansas,United States"
11902,greenwood county united states,",Greenwood County,Kansas,United States"
11903,bourbon county united states,",Bourbon County,Kansas,United States"
11904,wilson county united states,",Wilson County,Kansas,United States"
11905,anderson county united states,",Anderson County,Kansas,United States"
11906,geary county united states,",Geary County,Kansas,United States"
11907,kiowa county united states,",Kiowa County,Kansas,United States"
11908,harvey county united states,",Harvey County,Kansas,United States"
11909,graham county united states,",Graham County,Kansas,United States"
11910,elk county united states,",Elk County,Kansas,United States"
11911,allen county united states,",Allen County,Kansas,United States"
11912,mcpherson county united states,",McPherson County,Kansas,United States"
11913,hodgeman county united states,",Hodgeman County,Kansas,United States"
11914,kingman county united states,",Kingman County,Kansas,United States"
11915,barber county united states,",Barber County,Kansas,United States"
11916,linn county united states,",Linn County,Kansas,United States"
11917,pawnee county united states,",Pawnee County,Kansas,United States"
11918,miami county united states,",Miami County,Kansas,United States"
11919,rice county united states,",Rice County,Kansas,United States"
11920,riley county united states,",Riley County,Kansas,United States"
11921,jewell county united states,",Jewell County,Kansas,United States"
11922,ottawa county united states,",Ottawa County,Kansas,United States"
11923,ness county united states,",Ness County,Kansas,United States"
11924,norton county united states,",Norton County,Kansas,United States"
11925,osborne county united states,",Osborne County,Kansas,United States"
11926,pratt county united states,",Pratt County,Kansas,United States"
11927,nemaha county united states,",Nemaha County,Kansas,United States"
11928,stafford county united states,",Stafford County,Kansas,United States"
11929,pottawatomie county united states,",Pottawatomie County,Kansas,United States"
11930,chautauqua county united states,",Chautauqua County,Kansas,United States"
11931,smith county united states,",Smith County,Kansas,United States"
11932,trego county united states,",Trego County,Kansas,United States"
11933,woodson county united states,",Woodson County,Kansas,United States"
11934,campbell county united states,",Campbell County,Kentucky,United States"
11935,boyd county united states,",Boyd County,Kentucky,United States"
11936,bracken county united states,",Bracken County,Kentucky,United States"
11937,nelson county united states,",Nelson County,Kentucky,United States"
11938,carlisle county united states,",Carlisle County,Kentucky,United States"
11939,trimble county united states,",Trimble County,Kentucky,United States"
11940,owsley county united states,",Owsley County,Kentucky,United States"
11941,meade county united states,",Meade County,Kentucky,United States"
11942,rockcastle county united states,",Rockcastle County,Kentucky,United States"
11943,bullitt county united states,",Bullitt County,Kentucky,United States"
11944,edmonson county united states,",Edmonson County,Kentucky,United States"
11945,oldham county united states,",Oldham County,Kentucky,United States"
11946,trigg county united states,",Trigg County,Kentucky,United States"
11947,mclean county united states,",McLean County,Kentucky,United States"
11948,wolfe county united states,",Wolfe County,Kentucky,United States"
11949,nicholas county united states,",Nicholas County,Kentucky,United States"
11950,barren county united states,",Barren County,Kentucky,United States"
11951,muhlenberg county united states,",Muhlenberg County,Kentucky,United States"
11952,powell county united states,",Powell County,Kentucky,United States"
11953,hickman county united states,",Hickman County,Kentucky,United States"
11954,breckinridge county united states,",Breckinridge County,Kentucky,United States"
11955,adair county united states,",Adair County,Kentucky,United States"
11956,whitley county united states,",Whitley County,Kentucky,United States"
11957,kenton county united states,",Kenton County,Kentucky,United States"
11958,harlan county united states,",Harlan County,Kentucky,United States"
11959,boyle county united states,",Boyle County,Kentucky,United States"
11960,hopkins county united states,",Hopkins County,Kentucky,United States"
11961,metcalfe county united states,",Metcalfe County,Kentucky,United States"
11962,todd county united states,",Todd County,Kentucky,United States"
11963,pendleton county united states,",Pendleton County,Kentucky,United States"
11964,greenup county united states,",Greenup County,Kentucky,United States"
11965,fleming county united states,",Fleming County,Kentucky,United States"
11966,simpson county united states,",Simpson County,Kentucky,United States"
11967,menifee county united states,",Menifee County,Kentucky,United States"
11968,carter county united states,",Carter County,Kentucky,United States"
11969,green county united states,",Green County,Kentucky,United States"
11970,mercer county united states,",Mercer County,Kentucky,United States"
11971,henderson county united states,",Henderson County,Kentucky,United States"
11972,knott county united states,",Knott County,Kentucky,United States"
11973,larue county united states,",Larue County,Kentucky,United States"
11974,leslie county united states,",Leslie County,Kentucky,United States"
11975,estill county united states,",Estill County,Kentucky,United States"
11976,breathitt county united states,",Breathitt County,Kentucky,United States"
11977,letcher county united states,",Letcher County,Kentucky,United States"
11978,ballard county united states,",Ballard County,Kentucky,United States"
11979,garrard county united states,",Garrard County,Kentucky,United States"
11980,livingston county united states,",Livingston County,Kentucky,United States"
11981,grayson county united states,",Grayson County,Kentucky,United States"
11982,casey county united states,",Casey County,Kentucky,United States"
11983,laurel county united states,",Laurel County,Kentucky,United States"
11984,graves county united states,",Graves County,Kentucky,United States"
11985,mason county united states,",Mason County,Kentucky,United States"
11986,bell county united states,",Bell County,Kentucky,United States"
11987,woodford county united states,",Woodford County,Kentucky,United States"
11988,rowan county united states,",Rowan County,Kentucky,United States"
11989,robertson county united states,",Robertson County,Kentucky,United States"
11990,calloway county united states,",Calloway County,Kentucky,United States"
11991,jessamine county united states,",Jessamine County,Kentucky,United States"
11992,bath county united states,",Bath County,Kentucky,United States"
11993,mccreary county united states,",McCreary County,Kentucky,United States"
11994,caldwell county united states,",Caldwell County,Kentucky,United States"
11995,magoffin county united states,",Magoffin County,Kentucky,United States"
11996,elliott county united states,",Elliott County,Kentucky,United States"
11997,lewis county united states,",Lewis County,Kentucky,United States"
11998,vermilion parish united states,",Vermilion Parish,Louisiana,United States"
11999,saint tammany parish united states,",Saint Tammany Parish,Louisiana,United States"
12000,west baton rouge parish united states,",West Baton Rouge Parish,Louisiana,United States"
12001,livingston parish united states,",Livingston Parish,Louisiana,United States"
12002,rapides parish united states,",Rapides Parish,Louisiana,United States"
12003,saint charles parish united states,",Saint Charles Parish,Louisiana,United States"
12004,saint mary parish united states,",Saint Mary Parish,Louisiana,United States"
12005,tangipahoa parish united states,",Tangipahoa Parish,Louisiana,United States"
12006,saint bernard parish united states,",Saint Bernard Parish,Louisiana,United States"
12007,bienville parish united states,",Bienville Parish,Louisiana,United States"
12008,saint landry parish united states,",Saint Landry Parish,Louisiana,United States"
12009,jefferson parish united states,",Jefferson Parish,Louisiana,United States"
12010,east baton rouge parish united states,",East Baton Rouge Parish,Louisiana,United States"
12011,caldwell parish united states,",Caldwell Parish,Louisiana,United States"
12012,evangeline parish united states,",Evangeline Parish,Louisiana,United States"
12013,morehouse parish united states,",Morehouse Parish,Louisiana,United States"
12014,ouachita parish united states,",Ouachita Parish,Louisiana,United States"
12015,terrebonne parish united states,",Terrebonne Parish,Louisiana,United States"
12016,plaquemines parish united states,",Plaquemines Parish,Louisiana,United States"
12017,assumption parish united states,",Assumption Parish,Louisiana,United States"
12018,union parish united states,",Union Parish,Louisiana,United States"
12019,caddo parish united states,",Caddo Parish,Louisiana,United States"
12020,washington parish united states,",Washington Parish,Louisiana,United States"
12021,saint martin parish united states,",Saint Martin Parish,Louisiana,United States"
12022,lafayette parish united states,",Lafayette Parish,Louisiana,United States"
12023,avoyelles parish united states,",Avoyelles Parish,Louisiana,United States"
12024,cameron parish united states,",Cameron Parish,Louisiana,United States"
12025,natchitoches parish united states,",Natchitoches Parish,Louisiana,United States"
12026,calcasieu parish united states,",Calcasieu Parish,Louisiana,United States"
12027,iberville parish united states,",Iberville Parish,Louisiana,United States"
12028,lafourche parish united states,",Lafourche Parish,Louisiana,United States"
12029,acadia parish united states,",Acadia Parish,Louisiana,United States"
12030,east feliciana parish united states,",East Feliciana Parish,Louisiana,United States"
12031,grant parish united states,",Grant Parish,Louisiana,United States"
12032,saint james parish united states,",Saint James Parish,Louisiana,United States"
12033,webster parish united states,",Webster Parish,Louisiana,United States"
12034,red river parish united states,",Red River Parish,Louisiana,United States"
12035,beauregard parish united states,",Beauregard Parish,Louisiana,United States"
12036,iberia parish united states,",Iberia Parish,Louisiana,United States"
12037,richland parish united states,",Richland Parish,Louisiana,United States"
12038,ascension parish united states,",Ascension Parish,Louisiana,United States"
12039,saint john the baptist parish united states,",Saint John the Baptist Parish,Louisiana,United States"
