,lat,lon,name,admin1,admin2,cc,Country,mapped_unit,isInMap
137238,40.09923,-83.11408,Dublin,Ohio,Franklin County,US,United States,"Dublin,Franklin County,Ohio,United States",No
137256,40.80172,-83.51048,Forest,Ohio,Hardin County,US,United States,"Forest,Hardin County,Ohio,United States",No
137272,40.78284,-81.46651,Genoa,Ohio,Stark County,US,United States,"Genoa,Stark County,Ohio,United States",No
137275,41.02894,-84.07911,Glandorf,Ohio,Putnam County,US,United States,"Glandorf,Putnam County,Ohio,United States",No
137280,40.06812,-82.5196,Granville,Ohio,Licking County,US,United States,"Granville,Licking County,Ohio,United States",No
137322,40.74255,-84.10523,Lima,Ohio,Allen County,US,United States,"Lima,Allen County,Ohio,United States",No
137324,40.772,-80.76813,Lisbon,Ohio,Columbiana County,US,United States,"Lisbon,Columbiana County,Ohio,United States",No
137335,40.69173,-81.18121,Malvern,Ohio,Carroll County,US,United States,"Malvern,Carroll County,Ohio,United States",No
137336,40.937,-81.56929,Manchester,Ohio,Summit County,US,United States,"Manchester,Summit County,Ohio,United States",No
137337,40.75839,-82.51545,Mansfield,Ohio,Richland County,US,United States,"Mansfield,Richland County,Ohio,United States",No
137338,40.07785,-81.67901,Mantua,Ohio,Guernsey County,US,United States,"Mantua,Guernsey County,Ohio,United States",No
137339,41.28394,-81.22399,Mantua,Ohio,Portage County,US,United States,"Mantua,Portage County,Ohio,United States",No
137347,41.552,-81.43928,Mayfield,Ohio,Cuyahoga County,US,United States,"Mayfield,Cuyahoga County,Ohio,United States",No
137353,41.13839,-81.86375,Medina,Ohio,Medina County,US,United States,"Medina,Medina County,Ohio,United States",No
137358,41.29755,-82.60545,Milan,Ohio,Erie County,US,United States,"Milan,Erie County,Ohio,United States",No
137402,41.02922,-81.63818,Norton,Ohio,Summit County,US,United States,"Norton,Summit County,Ohio,United States",No
137414,41.01922,-84.04717,Ottawa,Ohio,Putnam County,US,United States,"Ottawa,Putnam County,Ohio,United States",No
137418,41.40477,-81.72291,Parma,Ohio,Cuyahoga County,US,United States,"Parma,Cuyahoga County,Ohio,United States",No
137428,41.68005,-84.55301,Pioneer,Ohio,Williams County,US,United States,"Pioneer,Williams County,Ohio,United States",No
137432,40.99561,-82.66712,Plymouth,Ohio,Huron County,US,United States,"Plymouth,Huron County,Ohio,United States",No
137437,40.45034,-83.18853,Prospect,Ohio,Marion County,US,United States,"Prospect,Marion County,Ohio,United States",No
137438,41.15756,-81.24205,Ravenna,Ohio,Portage County,US,United States,"Ravenna,Portage County,Ohio,United States",No
137455,40.90089,-80.85675,Salem,Ohio,Columbiana County,US,United States,"Salem,Columbiana County,Ohio,United States",No
137460,41.39533,-81.67624,Seven Hills,Ohio,Cuyahoga County,US,United States,"Seven Hills,Cuyahoga County,Ohio,United States",No
137463,41.42115,-82.09626,Sheffield,Ohio,Lorain County,US,United States,"Sheffield,Lorain County,Ohio,United States",No
137485,40.24256,-82.85907,Sunbury,Ohio,Delaware County,US,United States,"Sunbury,Delaware County,Ohio,United States",No
137492,40.46423,-80.60091,Toronto,Ohio,Jefferson County,US,United States,"Toronto,Jefferson County,Ohio,United States",No
137503,41.38783,-81.60457,Valley View,Ohio,Cuyahoga County,US,United States,"Valley View,Cuyahoga County,Ohio,United States",No
137507,40.22255,-84.4844,Versailles,Ohio,Darke County,US,United States,"Versailles,Darke County,Ohio,United States",No
137517,41.16894,-82.21794,Wellington,Ohio,Lorain County,US,United States,"Wellington,Lorain County,Ohio,United States",No
137519,41.23283,-80.51924,West Hill,Ohio,Trumbull County,US,United States,"West Hill,Trumbull County,Ohio,United States",No
137542,40.2412,-76.05633,Adamstown,Pennsylvania,Lancaster County,US,United States,"Adamstown,Lancaster County,Pennsylvania,United States",No
137562,40.58007,-79.76672,Arnold,Pennsylvania,Westmoreland County,US,United States,"Arnold,Westmoreland County,Pennsylvania,United States",No
137566,41.9573,-76.518,Athens,Pennsylvania,Bradford County,US,United States,"Athens,Bradford County,Pennsylvania,United States",No
137570,41.3398,-75.7363,Avoca,Pennsylvania,Luzerne County,US,United States,"Avoca,Luzerne County,Pennsylvania,United States",No
137575,40.63507,-80.22812,Baden,Pennsylvania,Beaver County,US,United States,"Baden,Beaver County,Pennsylvania,United States",No
137582,40.86565,-75.20657,Bangor,Pennsylvania,Northampton County,US,United States,"Bangor,Northampton County,Pennsylvania,United States",No
137584,40.72565,-75.39407,Bath,Pennsylvania,Northampton County,US,United States,"Bath,Northampton County,Pennsylvania,United States",No
137589,40.01869,-78.50391,Bedford,Pennsylvania,Bedford County,US,United States,"Bedford,Bedford County,Pennsylvania,United States",No
137592,40.78065,-75.27796,Belfast,Pennsylvania,Northampton County,US,United States,"Belfast,Northampton County,Pennsylvania,United States",No
137595,40.60507,-77.72555,Belleville,Pennsylvania,Mifflin County,US,United States,"Belleville,Mifflin County,Pennsylvania,United States",No
137603,41.05453,-76.23327,Berwick,Pennsylvania,Columbia County,US,United States,"Berwick,Columbia County,Pennsylvania,United States",No
137605,40.62593,-75.37046,Bethlehem,Pennsylvania,Northampton County,US,United States,"Bethlehem,Northampton County,Pennsylvania,United States",No
137627,41.9559,-78.64392,Bradford,Pennsylvania,McKean County,US,United States,"Bradford,McKean County,Pennsylvania,United States",No
137635,40.10067,-74.85183,Bristol,Pennsylvania,Bucks County,US,United States,"Bristol,Bucks County,Pennsylvania,United States",No
137651,40.23981,-76.91997,Camp Hill,Pennsylvania,Cumberland County,US,United States,"Camp Hill,Cumberland County,Pennsylvania,United States",No
137652,40.27759,-76.58525,Campbelltown,Pennsylvania,Lebanon County,US,United States,"Campbelltown,Lebanon County,Pennsylvania,United States",No
137656,40.20148,-77.18887,Carlisle,Pennsylvania,Cumberland County,US,United States,"Carlisle,Cumberland County,Pennsylvania,United States",No
137666,40.13785,-79.8981,Charleroi,Pennsylvania,Washington County,US,United States,"Charleroi,Washington County,Pennsylvania,United States",No
137667,40.75398,-75.53852,Cherryville,Pennsylvania,Northampton County,US,United States,"Cherryville,Northampton County,Pennsylvania,United States",No
137673,41.47508,-75.67713,Chinchilla,Pennsylvania,Lackawanna County,US,United States,"Chinchilla,Lackawanna County,Pennsylvania,United States",No
137675,40.4384,-79.8431,Churchill,Pennsylvania,Allegheny County,US,United States,"Churchill,Allegheny County,Pennsylvania,United States",No
137686,40.82287,-75.90687,Coaldale,Pennsylvania,Schuylkill County,US,United States,"Coaldale,Schuylkill County,Pennsylvania,United States",No
137701,40.2737,-76.40607,Cornwall,Pennsylvania,Lebanon County,US,United States,"Cornwall,Lebanon County,Pennsylvania,United States",No
137708,40.08733,-74.9035,Croydon,Pennsylvania,Bucks County,US,United States,"Croydon,Bucks County,Pennsylvania,United States",No
