,name,mapped_data
3233,Duzce,",,Duzce,Turkey"
3234,Ordu,",,Ordu,Turkey"
3235,Karabuk,",,Karabuk,Turkey"
3236,Bolu,",,Bolu,Turkey"
3237,Giresun,",,Giresun,Turkey"
3238,Cankiri,",,Cankiri,Turkey"
3239,Yalova,",,Yalova,Turkey"
3240,Ardahan,",,Ardahan,Turkey"
3241,Samsun,",,Samsun,Turkey"
3242,Gumushane,",,Gumushane,Turkey"
3243,Edirne,",,Edirne,Turkey"
3244,Bartin,",,Bartin,Turkey"
3245,Corum,",,Corum,Turkey"
3246,Sinop,",,Sinop,Turkey"
3247,Kastamonu,",,Kastamonu,Turkey"
3248,Amasya,",,Amasya,Turkey"
3249,Sakarya,",,Sakarya,Turkey"
3250,Kars,",,Kars,Turkey"
3251,Rize,",,Rize,Turkey"
3252,Bayburt,",,Bayburt,Turkey"
3253,Tunapuna/Piarco,",,Tunapuna/Piarco,Trinidad and Tobago"
3254,Couva-Tabaquite-Talparo,",,Couva-Tabaquite-Talparo,Trinidad and Tobago"
3255,Siparia,",,Siparia,Trinidad and Tobago"
3256,Tobago,",,Tobago,Trinidad and Tobago"
3257,Sangre Grande,",,Sangre Grande,Trinidad and Tobago"
3258,City of San Fernando,",,City of San Fernando,Trinidad and Tobago"
3259,Eastern Tobago,",,Eastern Tobago,Trinidad and Tobago"
3260,Mayaro,",,Mayaro,Trinidad and Tobago"
3261,Princes Town,",,Princes Town,Trinidad and Tobago"
3262,City of Port of Spain,",,City of Port of Spain,Trinidad and Tobago"
3263,Point Fortin,",,Point Fortin,Trinidad and Tobago"
3264,Diego Martin,",,Diego Martin,Trinidad and Tobago"
3265,Penal/Debe,",,Penal/Debe,Trinidad and Tobago"
3266,San Juan/Laventille,",,San Juan/Laventille,Trinidad and Tobago"
3267,Chaguanas,",,Chaguanas,Trinidad and Tobago"
3268,Borough of Arima,",,Borough of Arima,Trinidad and Tobago"
3269,Nanumanga,",,Nanumanga,Tuvalu"
3270,Nui,",,Nui,Tuvalu"
3271,Niutao,",,Niutao,Tuvalu"
3272,Funafuti,",,Funafuti,Tuvalu"
3273,Vaitupu,",,Vaitupu,Tuvalu"
3274,Nukufetau,",,Nukufetau,Tuvalu"
3275,Taiwan,",,Taiwan,Taiwan, China"
3276,Taipei,",,Taipei,Taiwan, China"
3277,Kaohsiung,",,Kaohsiung,Taiwan, China"
3278,Fukien,",,Fukien,Taiwan, China"
3279,Zanzibar Urban/West,",,Zanzibar Urban/West,Tanzania, United Republic of"
3280,Pemba North,",,Pemba North,Tanzania, United Republic of"
3281,Mbeya,",,Mbeya,Tanzania, United Republic of"
3282,Pwani,",,Pwani,Tanzania, United Republic of"
3283,Geita,",,Geita,Tanzania, United Republic of"
3284,Pemba South,",,Pemba South,Tanzania, United Republic of"
3285,Kigoma,",,Kigoma,Tanzania, United Republic of"
3286,Tabora,",,Tabora,Tanzania, United Republic of"
3287,Katavi,",,Katavi,Tanzania, United Republic of"
3288,Mwanza,",,Mwanza,Tanzania, United Republic of"
3289,Arusha,",,Arusha,Tanzania, United Republic of"
3290,Shinyanga,",,Shinyanga,Tanzania, United Republic of"
3291,Mara,",,Mara,Tanzania, United Republic of"
3292,Tanga,",,Tanga,Tanzania, United Republic of"
3293,Rukwa,",,Rukwa,Tanzania, United Republic of"
3294,Simiyu,",,Simiyu,Tanzania, United Republic of"
3295,Zanzibar Central/South,",,Zanzibar Central/South,Tanzania, United Republic of"
3296,Singida,",,Singida,Tanzania, United Republic of"
3297,Kilimanjaro,",,Kilimanjaro,Tanzania, United Republic of"
3298,Kagera,",,Kagera,Tanzania, United Republic of"
3299,Njombe,",,Njombe,Tanzania, United Republic of"
3300,Morogoro,",,Morogoro,Tanzania, United Republic of"
3301,Manyara,",,Manyara,Tanzania, United Republic of"
3302,Dodoma,",,Dodoma,Tanzania, United Republic of"
3303,Zanzibar North,",,Zanzibar North,Tanzania, United Republic of"
3304,Iringa,",,Iringa,Tanzania, United Republic of"
3305,Ruvuma,",,Ruvuma,Tanzania, United Republic of"
3306,Dar es Salaam,",,Dar es Salaam,Tanzania, United Republic of"
3307,Lindi,",,Lindi,Tanzania, United Republic of"
3308,Mtwara,",,Mtwara,Tanzania, United Republic of"
3309,Crimea,",,Crimea,Ukraine"
3310,Donetsk,",,Donetsk,Ukraine"
3311,Sumy,",,Sumy,Ukraine"
3312,Lviv,",,Lviv,Ukraine"
3313,Zaporizhia,",,Zaporizhia,Ukraine"
3314,Cherkasy,",,Cherkasy,Ukraine"
3315,Luhansk,",,Luhansk,Ukraine"
3316,Ternopil,",,Ternopil,Ukraine"
3317,Kharkiv,",,Kharkiv,Ukraine"
3318,Kirovohrad,",,Kirovohrad,Ukraine"
3319,Zhytomyr,",,Zhytomyr,Ukraine"
3320,Khmelnytskyi,",,Khmelnytskyi,Ukraine"
3321,Chernihiv,",,Chernihiv,Ukraine"
3322,Volyn,",,Volyn,Ukraine"
3323,Vinnyts'ka,",,Vinnyts'ka,Ukraine"
3324,Dnipropetrovsk,",,Dnipropetrovsk,Ukraine"
3325,Kiev,",,Kiev,Ukraine"
3326,Poltava,",,Poltava,Ukraine"
3327,Rivne,",,Rivne,Ukraine"
3328,Odessa,",,Odessa,Ukraine"
3329,Chernivtsi,",,Chernivtsi,Ukraine"
3330,Ivano-Frankivsk,",,Ivano-Frankivsk,Ukraine"
3331,Kherson,",,Kherson,Ukraine"
3332,Mykolaiv,",,Mykolaiv,Ukraine"
3333,Zakarpattia,",,Zakarpattia,Ukraine"
3334,Misto Sevastopol',",,Misto Sevastopol',Ukraine"
3335,Kyiv City,",,Kyiv City,Ukraine"
3336,Alabama,",,Alabama,United States"
3337,Texas,",,Texas,United States"
3338,Virginia,",,Virginia,United States"
3339,Delaware,",,Delaware,United States"
3340,Indiana,",,Indiana,United States"
3341,Kansas,",,Kansas,United States"
3342,Kentucky,",,Kentucky,United States"
3343,Louisiana,",,Louisiana,United States"
3344,Ohio,",,Ohio,United States"
3345,South Carolina,",,South Carolina,United States"
3346,Arkansas,",,Arkansas,United States"
3347,"Washington, D.C.",",,Washington, D.C.,United States"
3348,Georgia,",,Georgia,United States"
3349,Illinois,",,Illinois,United States"
3350,Missouri,",,Missouri,United States"
3351,Mississippi,",,Mississippi,United States"
3352,North Carolina,",,North Carolina,United States"
3353,New Jersey,",,New Jersey,United States"
3354,Oklahoma,",,Oklahoma,United States"
3355,Pennsylvania,",,Pennsylvania,United States"
3356,Tennessee,",,Tennessee,United States"
3357,West Virginia,",,West Virginia,United States"
3358,Connecticut,",,Connecticut,United States"
3359,Massachusetts,",,Massachusetts,United States"
3360,Maine,",,Maine,United States"
3361,Michigan,",,Michigan,United States"
3362,New York,",,New York,United States"
3363,South Dakota,",,South Dakota,United States"
3364,Iowa,",,Iowa,United States"
3365,Minnesota,",,Minnesota,United States"
3366,North Dakota,",,North Dakota,United States"
3367,Nebraska,",,Nebraska,United States"
3368,New Hampshire,",,New Hampshire,United States"
3369,Rhode Island,",,Rhode Island,United States"
3370,Vermont,",,Vermont,United States"
3371,Wisconsin,",,Wisconsin,United States"
3372,Arizona,",,Arizona,United States"
3373,California,",,California,United States"
3374,New Mexico,",,New Mexico,United States"
3375,Utah,",,Utah,United States"
3376,Colorado,",,Colorado,United States"
3377,Nevada,",,Nevada,United States"
3378,Idaho,",,Idaho,United States"
3379,Alaska,",,Alaska,United States"
3380,Washington,",,Washington,United States"
3381,Oregon,",,Oregon,United States"
3382,Wyoming,",,Wyoming,United States"
3383,Hawaii,",,Hawaii,United States"
3384,Treinta y Tres,",,Treinta y Tres,Uruguay"
3385,Durazno,",,Durazno,Uruguay"
3386,Rivera,",,Rivera,Uruguay"
3387,Rocha,",,Rocha,Uruguay"
3388,Cerro Largo,",,Cerro Largo,Uruguay"
3389,Flores,",,Flores,Uruguay"
3390,Artigas,",,Artigas,Uruguay"
3391,Canelones,",,Canelones,Uruguay"
3392,Colonia,",,Colonia,Uruguay"
3393,Tacuarembo,",,Tacuarembo,Uruguay"
3394,Soriano,",,Soriano,Uruguay"
3395,Lavalleja,",,Lavalleja,Uruguay"
3396,Montevideo,",,Montevideo,Uruguay"
3397,Paysandu,",,Paysandu,Uruguay"
3398,Maldonado,",,Maldonado,Uruguay"
3399,Salto,",,Salto,Uruguay"
3400,Karakalpakstan,",,Karakalpakstan,Uzbekistan"
3401,Jizzax,",,Jizzax,Uzbekistan"
3402,Qashqadaryo,",,Qashqadaryo,Uzbekistan"
3403,Samarqand,",,Samarqand,Uzbekistan"
3404,Surxondaryo,",,Surxondaryo,Uzbekistan"
3405,Fergana,",,Fergana,Uzbekistan"
3406,Bukhara,",,Bukhara,Uzbekistan"
3407,Toshkent,",,Toshkent,Uzbekistan"
3408,Sirdaryo,",,Sirdaryo,Uzbekistan"
3409,Navoiy,",,Navoiy,Uzbekistan"
3410,Namangan,",,Namangan,Uzbekistan"
3411,Xorazm,",,Xorazm,Uzbekistan"
3412,Toshkent Shahri,",,Toshkent Shahri,Uzbekistan"
3413,Andijon,",,Andijon,Uzbekistan"
3414,Grenadines,",,Grenadines,Saint Vincent and the Grenadines"
3415,Charlotte,",,Charlotte,Saint Vincent and the Grenadines"
3416,Nueva Esparta,",,Nueva Esparta,Venezuela, Bolivarian Rep. of"
3417,Capital,",,Capital,Venezuela, Bolivarian Rep. of"
3418,Carabobo,",,Carabobo,Venezuela, Bolivarian Rep. of"
3419,Anzoategui,",,Anzoategui,Venezuela, Bolivarian Rep. of"
3420,Barinas,",,Barinas,Venezuela, Bolivarian Rep. of"
3421,Merida,",,Merida,Venezuela, Bolivarian Rep. of"
3422,Guarico,",,Guarico,Venezuela, Bolivarian Rep. of"
3423,Yaracuy,",,Yaracuy,Venezuela, Bolivarian Rep. of"
3424,Falcon,",,Falcon,Venezuela, Bolivarian Rep. of"
3425,Aragua,",,Aragua,Venezuela, Bolivarian Rep. of"
3426,Portuguesa,",,Portuguesa,Venezuela, Bolivarian Rep. of"
3427,Trujillo,",,Trujillo,Venezuela, Bolivarian Rep. of"
3428,Tachira,",,Tachira,Venezuela, Bolivarian Rep. of"
3429,Monagas,",,Monagas,Venezuela, Bolivarian Rep. of"
3430,Delta Amacuro,",,Delta Amacuro,Venezuela, Bolivarian Rep. of"
3431,Cojedes,",,Cojedes,Venezuela, Bolivarian Rep. of"
3432,Zulia,",,Zulia,Venezuela, Bolivarian Rep. of"
3433,Lara,",,Lara,Venezuela, Bolivarian Rep. of"
3434,Miranda,",,Miranda,Venezuela, Bolivarian Rep. of"
3435,Vargas,",,Vargas,Venezuela, Bolivarian Rep. of"
3436,Apure,",,Apure,Venezuela, Bolivarian Rep. of"
3437,Saint Thomas Island,",,Saint Thomas Island,Virgin Islands (US)"
3438,Saint John Island,",,Saint John Island,Virgin Islands (US)"
3439,Saint Croix Island,",,Saint Croix Island,Virgin Islands (US)"
3440,Nghe An,",,Nghe An,Viet Nam"
3441,Ninh Binh,",,Ninh Binh,Viet Nam"
3442,Ha Giang,",,Ha Giang,Viet Nam"
3443,Bac Kan,",,Bac Kan,Viet Nam"
3444,Vinh Phuc,",,Vinh Phuc,Viet Nam"
3445,Son La,",,Son La,Viet Nam"
3446,Yen Bai,",,Yen Bai,Viet Nam"
3447,Ca Mau,",,Ca Mau,Viet Nam"
3448,Dong Nai,",,Dong Nai,Viet Nam"
3449,Ba Ria-Vung Tau,",,Ba Ria-Vung Tau,Viet Nam"
3450,Vinh Long,",,Vinh Long,Viet Nam"
3451,Hoa Binh,",,Hoa Binh,Viet Nam"
3452,Binh Thuan,",,Binh Thuan,Viet Nam"
3453,Hau Giang,",,Hau Giang,Viet Nam"
3454,Kien Giang,",,Kien Giang,Viet Nam"
3455,Binh Dinh,",,Binh Dinh,Viet Nam"
3456,Thanh Hoa,",,Thanh Hoa,Viet Nam"
3457,Soc Trang,",,Soc Trang,Viet Nam"
3458,Tien Giang,",,Tien Giang,Viet Nam"
3459,Phu Tho,",,Phu Tho,Viet Nam"
3460,Lang Son,",,Lang Son,Viet Nam"
3461,Khanh Hoa,",,Khanh Hoa,Viet Nam"
3462,Ha Noi,",,Ha Noi,Viet Nam"
3463,Quang Ninh,",,Quang Ninh,Viet Nam"
3464,Phu Yen,",,Phu Yen,Viet Nam"
3465,Tuyen Quang,",,Tuyen Quang,Viet Nam"
3466,Quang Ngai,",,Quang Ngai,Viet Nam"
3467,Cao Bang,",,Cao Bang,Viet Nam"
3468,An Giang,",,An Giang,Viet Nam"
3469,Tra Vinh,",,Tra Vinh,Viet Nam"
3470,Tay Ninh,",,Tay Ninh,Viet Nam"
3471,Quang Nam,",,Quang Nam,Viet Nam"
3472,Dong Thap,",,Dong Thap,Viet Nam"
3473,Long An,",,Long An,Viet Nam"
3474,Ho Chi Minh City,",,Ho Chi Minh City,Viet Nam"
3475,Binh Duong,",,Binh Duong,Viet Nam"
3476,Can Tho,",,Can Tho,Viet Nam"
3477,Quang Tri,",,Quang Tri,Viet Nam"
3478,Lai Chau,",,Lai Chau,Viet Nam"
3479,Ben Tre,",,Ben Tre,Viet Nam"
3480,Thai Binh,",,Thai Binh,Viet Nam"
3481,Thai Nguyen,",,Thai Nguyen,Viet Nam"
3482,Ha Tinh,",,Ha Tinh,Viet Nam"
3483,Lao Cai,",,Lao Cai,Viet Nam"
3484,Quang Binh,",,Quang Binh,Viet Nam"
3485,Kon Tum,",,Kon Tum,Viet Nam"
3486,Gia Lai,",,Gia Lai,Viet Nam"
3487,Thua Thien-Hue,",,Thua Thien-Hue,Viet Nam"
3488,Dac Lak,",,Dac Lak,Viet Nam"
3489,Ha Nam,",,Ha Nam,Viet Nam"
3490,Ninh Thuan,",,Ninh Thuan,Viet Nam"
3491,Hai Phong,",,Hai Phong,Viet Nam"
3492,Hai Duong,",,Hai Duong,Viet Nam"
3493,Hung Yen,",,Hung Yen,Viet Nam"
3494,Nam Dinh,",,Nam Dinh,Viet Nam"
3495,Huyen Dien Bien,",,Huyen Dien Bien,Viet Nam"
3496,Lam Dong,",,Lam Dong,Viet Nam"
3497,Binh Phuoc,",,Binh Phuoc,Viet Nam"
3498,Da Nang,",,Da Nang,Viet Nam"
3499,Dak Nong,",,Dak Nong,Viet Nam"
3500,Bac Giang,",,Bac Giang,Viet Nam"
3501,Bac Ninh,",,Bac Ninh,Viet Nam"
3502,Bac Lieu,",,Bac Lieu,Viet Nam"
3503,Torba,",,Torba,Vanuatu"
3504,Shefa,",,Shefa,Vanuatu"
3505,Sanma,",,Sanma,Vanuatu"
3506,Malampa,",,Malampa,Vanuatu"
3507,Tafea,",,Tafea,Vanuatu"
3508,Penama,",,Penama,Vanuatu"
3509,Circonscription de Sigave,",,Circonscription de Sigave,Wallis and Futuna Islands"
3510,Circonscription d'Uvea,",,Circonscription d'Uvea,Wallis and Futuna Islands"
3511,Circonscription d'Alo,",,Circonscription d'Alo,Wallis and Futuna Islands"
3512,Tuamasaga,",,Tuamasaga,Samoa"
3513,Palauli,",,Palauli,Samoa"
3514,Atua,",,Atua,Samoa"
3515,A'ana,",,A'ana,Samoa"
3516,Va`a-o-Fonoti,",,Va`a-o-Fonoti,Samoa"
3517,Fa`asaleleaga,",,Fa`asaleleaga,Samoa"
3518,Gagaifomauga,",,Gagaifomauga,Samoa"
3519,Aiga-i-le-Tai,",,Aiga-i-le-Tai,Samoa"
3520,Vaisigano,",,Vaisigano,Samoa"
3521,Mitrovica,",,Mitrovica, "
3522,Gjilan,",,Gjilan, "
3523,Ferizaj,",,Ferizaj, "
3524,Prizren,",,Prizren, "
3525,Gjakova,",,Gjakova, "
3526,Pristina,",,Pristina, "
3527,Pec,",,Pec, "
3528,Al Mahrah,",,Al Mahrah,Yemen"
3529,Muhafazat Hadramawt,",,Muhafazat Hadramawt,Yemen"
3530,Muhafazat al Bayda',",,Muhafazat al Bayda',Yemen"
3531,Ma'rib,",,Ma'rib,Yemen"
3532,Ad Dali',",,Ad Dali',Yemen"
3533,Ibb,",,Ibb,Yemen"
3534,Dhamar,",,Dhamar,Yemen"
3535,Ta'izz,",,Ta'izz,Yemen"
3536,Raymah,",,Raymah,Yemen"
3537,Sanaa,",,Sanaa,Yemen"
3538,Omran,",,Omran,Yemen"
3539,Hajjah,",,Hajjah,Yemen"
3540,Sa'dah,",,Sa'dah,Yemen"
3541,Al Mahwit,",,Al Mahwit,Yemen"
3542,Abyan,",,Abyan,Yemen"
3543,Muhafazat al Hudaydah,",,Muhafazat al Hudaydah,Yemen"
3544,Shabwah,",,Shabwah,Yemen"
3545,Lahij,",,Lahij,Yemen"
3546,Soqatra Governorate,",,Soqatra Governorate,Yemen"
3547,Aden,",,Aden,Yemen"
3548,Amanat Al Asimah,",,Amanat Al Asimah,Yemen"
3549,Pamandzi,",,Pamandzi, "
3550,Mamoudzou,",,Mamoudzou, "
3551,Dzaoudzi,",,Dzaoudzi, "
3552,Dembeni,",,Dembeni, "
3553,Acoua,",,Acoua, "
3554,Bandraboua,",,Bandraboua, "
3555,Mtsamboro,",,Mtsamboro, "
3556,M'Tsangamouji,",,M'Tsangamouji, "
3557,Tsingoni,",,Tsingoni, "
3558,Koungou,",,Koungou, "
3559,Ouangani,",,Ouangani, "
3560,Chiconi,",,Chiconi, "
3561,Sada,",,Sada, "
3562,Bandrele,",,Bandrele, "
3563,Chirongui,",,Chirongui, "
3564,Boueni,",,Boueni, "
3565,Kani-Keli,",,Kani-Keli, "
3566,Gauteng,",,Gauteng,South Africa"
3567,North-West,",,North-West,South Africa"
3568,Orange Free State,",,Orange Free State,South Africa"
3569,Mpumalanga,",,Mpumalanga,South Africa"
3570,Eastern Cape,",,Eastern Cape,South Africa"
3571,Northern Cape,",,Northern Cape,South Africa"
3572,KwaZulu-Natal,",,KwaZulu-Natal,South Africa"
3573,Limpopo,",,Limpopo,South Africa"
3574,Western Cape,",,Western Cape,South Africa"
3575,Luapula,",,Luapula,Zambia"
3576,North-Western,",,North-Western,Zambia"
3577,Copperbelt,",,Copperbelt,Zambia"
3578,Lusaka,",,Lusaka,Zambia"
3579,Masvingo,",,Masvingo,Zimbabwe"
3580,Matabeleland North,",,Matabeleland North,Zimbabwe"
3581,Midlands,",,Midlands,Zimbabwe"
3582,Mashonaland Central,",,Mashonaland Central,Zimbabwe"
3583,Manicaland,",,Manicaland,Zimbabwe"
3584,Matabeleland South,",,Matabeleland South,Zimbabwe"
3585,Mashonaland West,",,Mashonaland West,Zimbabwe"
3586,Mashonaland East,",,Mashonaland East,Zimbabwe"
3587,Harare,",,Harare,Zimbabwe"
3588,Bulawayo,",,Bulawayo,Zimbabwe"
3589,canillo,",,Canillo,Andorra"
3590,sant julia de loria,",,Sant Julia de Loria,Andorra"
3591,encamp,",,Encamp,Andorra"
3592,ordino,",,Ordino,Andorra"
3593,escaldes-engordany,",,Escaldes-Engordany,Andorra"
3594,la massana,",,La Massana,Andorra"
3595,andorra la vella,",,Andorra la Vella,Andorra"
3596,umm al qaywayn,",,Umm al Qaywayn,United Arab Emirates"
3597,ra's al khaymah,",,Ra's al Khaymah,United Arab Emirates"
3598,abu dhabi,",,Abu Dhabi,United Arab Emirates"
3599,ash shariqah,",,Ash Shariqah,United Arab Emirates"
3600,dubai,",,Dubai,United Arab Emirates"
3601,al fujayrah,",,Al Fujayrah,United Arab Emirates"
3602,ajman,",,Ajman,United Arab Emirates"
3603,khowst,",,Khowst,Afghanistan"
3604,vardak,",,Vardak,Afghanistan"
3605,herat,",,Herat,Afghanistan"
3606,faryab,",,Faryab,Afghanistan"
3607,sar-e pol,",,Sar-e Pol,Afghanistan"
3608,ghazni,",,Ghazni,Afghanistan"
3609,balkh,",,Balkh,Afghanistan"
3610,paktia,",,Paktia,Afghanistan"
3611,badakhshan,",,Badakhshan,Afghanistan"
3612,kandahar,",,Kandahar,Afghanistan"
3613,paktika,",,Paktika,Afghanistan"
3614,nimruz,",,Nimruz,Afghanistan"
3615,takhar,",,Takhar,Afghanistan"
3616,helmand,",,Helmand,Afghanistan"
3617,ghowr,",,Ghowr,Afghanistan"
3618,oruzgan,",,Oruzgan,Afghanistan"
3619,kapisa,",,Kapisa,Afghanistan"
3620,farah,",,Farah,Afghanistan"
3621,parvan,",,Parvan,Afghanistan"
3622,nangarhar,",,Nangarhar,Afghanistan"
3623,jowzjan,",,Jowzjan,Afghanistan"
3624,zabul,",,Zabul,Afghanistan"
3625,daykundi,",,Daykundi,Afghanistan"
3626,kabul,",,Kabul,Afghanistan"
3627,konar,",,Konar,Afghanistan"
3628,badghis,",,Badghis,Afghanistan"
3629,samangan,",,Samangan,Afghanistan"
3630,bamian,",,Bamian,Afghanistan"
3631,laghman,",,Laghman,Afghanistan"
3632,kunduz,",,Kunduz,Afghanistan"
3633,nurestan,",,Nurestan,Afghanistan"
3634,wilayat-e baghlan,",,Wilayat-e Baghlan,Afghanistan"
3635,lowgar,",,Lowgar,Afghanistan"
3636,panjshir,",,Panjshir,Afghanistan"
3637,saint john,",,Saint John,Antigua and Barbuda"
3638,saint george,",,Saint George,Antigua and Barbuda"
3639,saint peter,",,Saint Peter,Antigua and Barbuda"
3640,saint paul,",,Saint Paul,Antigua and Barbuda"
3641,barbuda,",,Barbuda,Antigua and Barbuda"
3642,saint mary,",,Saint Mary,Antigua and Barbuda"
3643,vlore,",,Vlore,Albania"
3644,gjirokaster,",,Gjirokaster,Albania"
3645,korce,",,Korce,Albania"
3646,berat,",,Berat,Albania"
3647,diber,",,Diber,Albania"
3648,elbasan,",,Elbasan,Albania"
3649,kukes,",,Kukes,Albania"
3650,lezhe,",,Lezhe,Albania"
3651,shkoder,",,Shkoder,Albania"
3652,fier,",,Fier,Albania"
3653,tirane,",,Tirane,Albania"
3654,durres,",,Durres,Albania"
3655,vayots' dzori marz,",,Vayots' Dzori Marz,Armenia"
3656,ararat,",,Ararat,Armenia"
3657,syunik'i marz,",,Syunik'i Marz,Armenia"
3658,shirak,",,Shirak,Armenia"
3659,armavir,",,Armavir,Armenia"
3660,aragatsotn,",,Aragatsotn,Armenia"
3661,geghark'unik'i marz,",,Geghark'unik'i Marz,Armenia"
3662,kotayk'i marz,",,Kotayk'i Marz,Armenia"
3663,yerevan,",,Yerevan,Armenia"
3664,lorri,",,Lorri,Armenia"
3665,tavush,",,Tavush,Armenia"
3666,lunda sul,",,Lunda Sul,Angola"
3667,lunda norte,",,Lunda Norte,Angola"
3668,moxico,",,Moxico,Angola"
3669,uige,",,Uige,Angola"
3670,zaire,",,Zaire,Angola"
3671,cuanza norte,",,Cuanza Norte,Angola"
3672,malanje,",,Malanje,Angola"
3673,luanda,",,Luanda,Angola"
3674,bengo,",,Bengo,Angola"
3675,cabinda,",,Cabinda,Angola"
3676,cuanza sul,",,Cuanza Sul,Angola"
3677,cunene,",,Cunene,Angola"
3678,namibe,",,Namibe,Angola"
3679,cuando cubango,",,Cuando Cubango,Angola"
3680,huila,",,Huila,Angola"
3681,huambo,",,Huambo,Angola"
3682,benguela,",,Benguela,Angola"
3683,bie,",,Bie,Angola"
3684,buenos aires,",,Buenos Aires,Argentina"
3685,corrientes,",,Corrientes,Argentina"
3686,entre rios,",,Entre Rios,Argentina"
3687,santa fe,",,Santa Fe,Argentina"
3688,buenos aires f.d.,",,Buenos Aires F.D.,Argentina"
3689,formosa,",,Formosa,Argentina"
3690,misiones,",,Misiones,Argentina"
3691,chaco,",,Chaco,Argentina"
3692,san juan,",,San Juan,Argentina"
3693,neuquen,",,Neuquen,Argentina"
3694,jujuy,",,Jujuy,Argentina"
3695,tucuman,",,Tucuman,Argentina"
3696,santa cruz,",,Santa Cruz,Argentina"
3697,la pampa,",,La Pampa,Argentina"
3698,cordoba,",,Cordoba,Argentina"
3699,la rioja,",,La Rioja,Argentina"
3700,santiago del estero,",,Santiago del Estero,Argentina"
3701,rio negro,",,Rio Negro,Argentina"
3702,mendoza,",,Mendoza,Argentina"
3703,san luis,",,San Luis,Argentina"
3704,tierra del fuego,",,Tierra del Fuego,Argentina"
3705,chubut,",,Chubut,Argentina"
3706,catamarca,",,Catamarca,Argentina"
3707,salta,",,Salta,Argentina"
3708,eastern district,",,Eastern District,American Samoa"
3709,western district,",,Western District,American Samoa"
3710,swains island,",,Swains Island,American Samoa"
3711,manu'a,",,Manu'a,American Samoa"
3712,lower austria,",,Lower Austria,Austria"
3713,salzburg,",,Salzburg,Austria"
3714,styria,",,Styria,Austria"
3715,burgenland,",,Burgenland,Austria"
3716,carinthia,",,Carinthia,Austria"
3717,upper austria,",,Upper Austria,Austria"
3718,tyrol,",,Tyrol,Austria"
3719,vorarlberg,",,Vorarlberg,Austria"
3720,vienna,",,Vienna,Austria"
3721,western australia,",,Western Australia,Australia"
3722,south australia,",,South Australia,Australia"
3723,northern territory,",,Northern Territory,Australia"
3724,queensland,",,Queensland,Australia"
3725,new south wales,",,New South Wales,Australia"
3726,victoria,",,Victoria,Australia"
3727,tasmania,",,Tasmania,Australia"
3728,australian capital territory,",,Australian Capital Territory,Australia"
3729,alands skaergard,",,Alands skaergard, "
3730,alands landsbygd,",,Alands landsbygd, "
3731,mariehamns stad,",,Mariehamns stad, "
3732,nakhichevan,",,Nakhichevan,Azerbaijan"
3733,jalilabad,",,Jalilabad,Azerbaijan"
3734,zangilan rayon,",,Zangilan Rayon,Azerbaijan"
3735,yardimli,",,Yardimli,Azerbaijan"
3736,xocavand rayonu,",,Xocavand Rayonu,Azerbaijan"
3737,xankandi sahari,",,Xankandi Sahari,Azerbaijan"
3738,saatli,",,Saatli,Azerbaijan"
3739,susa,",,Susa,Azerbaijan"
3740,salyan,",,Salyan,Azerbaijan"
3741,qubadli,",,Qubadli,Azerbaijan"
3742,beylaqan,",,Beylaqan,Azerbaijan"
3743,neftcala,",,Neftcala,Azerbaijan"
3744,masally,",,Masally,Azerbaijan"
3745,lerik,",,Lerik,Azerbaijan"
3746,lankaran,",,Lankaran,Azerbaijan"
3747,lacin,",,Lacin,Azerbaijan"
3748,astara,",,Astara,Azerbaijan"
3749,xocali,",,Xocali,Azerbaijan"
3750,imisli,",,Imisli,Azerbaijan"
3751,fuezuli,",,Fuezuli,Azerbaijan"
3752,cabrayil rayonu,",,Cabrayil Rayonu,Azerbaijan"
3753,bilasuvar rayon,",,Bilasuvar Rayon,Azerbaijan"
3754,shirvan,",,Shirvan,Azerbaijan"
3755,agdam,",,Agdam,Azerbaijan"
3756,aghjabadi rayon,",,Aghjabadi Rayon,Azerbaijan"
3757,baki,",,Baki,Azerbaijan"
3758,zardab,",,Zardab,Azerbaijan"
3759,zaqatala,",,Zaqatala,Azerbaijan"
3760,yevlax city,",,Yevlax City,Azerbaijan"
3761,tovuz,",,Tovuz,Azerbaijan"
3762,xacmaz,",,Xacmaz,Azerbaijan"
3763,goygol rayon,",,Goygol Rayon,Azerbaijan"
3764,dashkasan rayon,",,Dashkasan Rayon,Azerbaijan"
3765,ucar,",,Ucar,Azerbaijan"
3766,tartar rayon,",,Tartar Rayon,Azerbaijan"
3767,sumqayit,",,Sumqayit,Azerbaijan"
3768,siazan rayon,",,Siazan Rayon,Azerbaijan"
3769,xizi,",,Xizi,Azerbaijan"
3770,abseron,",,Abseron,Azerbaijan"
3771,qusar,",,Qusar,Azerbaijan"
3772,shamkir rayon,",,Shamkir Rayon,Azerbaijan"
3773,samaxi,",,Samaxi,Azerbaijan"
3774,agstafa,",,Agstafa,Azerbaijan"
3775,shaki city,",,Shaki City,Azerbaijan"
3776,samux,",,Samux,Azerbaijan"
3777,sabirabad,",,Sabirabad,Azerbaijan"
3778,quba,",,Quba,Azerbaijan"
3779,haciqabul,",,Haciqabul,Azerbaijan"
3780,qazax,",,Qazax,Azerbaijan"
3781,qakh rayon,",,Qakh Rayon,Azerbaijan"
3782,qabala rayon,",,Qabala Rayon,Azerbaijan"
